PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
**BEHAVIORAL SCIENCE PAVILION,AUH,SEHA CLINIC,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-8190000,,
**KHALADIYA URGENT CARE CENTER,AUH,SEHA CLINIC,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-8190000,,
**BANIYAS HEALTHCARE CENTER,AUH,SEHA CLINIC,ABU DHABI,MAFRAQ,02-5011111,,
**AL MUWEIJI  HEALTHCARE CENTER,AUH,SEHA CLINIC,ABU DHABI,SALAMA BINT BUTTI ST. AL DHAFRA - ABU DHABI,02-8114839,,
**AL FALAH HEALTHCARE CENTRE-SEHA-MF3329,AUH,SEHA CLINIC,ABU DHABI,STREET 176 NEW AL FALAH MIDDLE REGION ABU DHABI,02-7113233,,
**AL GHARBIA MOBILE MAMMOGRAPHY UNIT,AUH,SEHA CLINIC,WESTERN REGION,WESTERN REGION,80050,,
**TAWAM IVF CENTER,AUH,SEHA CLINIC,AL AIN,AL- AIN,03-7677444,,
**ABU AL-ABYAD CLINIC,AUH,SEHA CLINIC,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**AL DHAFARA FAMILY MEDICINE CENTER,AUH,SEHA CLINIC,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**BEDA AL MUTAWA CLINIC,AUH,SEHA CLINIC,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**AL BARSHA HEALTH CENTER,DXB,DHA CLINIC,AL BARSHA 3,DUBAI,800342,,
**AL KHAWANEEJ HEALTH CENTER,DXB,DHA CLINIC,AL KHAWANEEJ,DUBAI,04-2198888,,
**LUSAILY CLINIC,DXB,DHA CLINIC,AL LISAILI,DUBAI,04 502 2500,,
**AL MAMZAR HEALTH CENTER,DXB,DHA CLINIC,AL MAMZAR,DUBAI,800342,,
**MANKHOOL HEALTH CENTRE,DXB,DHA CLINIC,AL MANKHOOL,"AL MANKHOOL ROAD,BUR DUBAI، BEHIND EID MUSALLA MOSQUE - DUBAI",04-5021201,,
**AL MIZHER HEALTH CENTER,DXB,DHA CLINIC,AL MIZHAR 1,DUBAI,800342,,
**AL BADAA HEALTH CENTER,DXB,DHA CLINIC,AL SATWA,DUBAI,800342,,
**TOWAR HEALTH CENTRE-DUBAI HEALTH AUTHORITY-DUBAI,DXB,DHA CLINIC,AL TWAR 1,DUBAI,04-2192000,,
**AL SAFA HEALTH CENTER,DXB,DHA CLINIC,AL WASL,DUBAI,800342,,
**NAD AL SHIBA HEALTH CENTER,DXB,DHA CLINIC,NAD AL SHEBA,DUBAI,800342,,
**NAD AL HAMAR HEALTH CENTER,DXB,DHA CLINIC,NADD AL HAMAR,DUBAI,800342,,
AIRPORT MEDICAL CENTER,DXB,DHA CLINIC,TERMINAL 3 - AIRPORT RD,DHA,04-2164959,,
**ZA'ABEEL HEALTH CENTER,DXB,DHA CLINIC,ZABEEL,DUBAI,04-5021263,,
MODERN CARE CLINIC LLC,DXB,CLINIC,DEIRA,"SHOP NO-22 & 23, BUILDING-MAITHA 1, CORNICHE, DEIRA WATER FRONT.",04-42278958,,
LIVERPOOL MEDICAL CLINIC L.L.C,DXB,CLINIC,BUR DUBAI,"KHALID BIN WALEED, BUILDING AMIN FALAKNAZ, AL RAFFA, BUR DUBAI",04-3379541,,
**REMAH HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"129TH ST. THANOON BIN ZAYED AL AWWAL, AL AIN",03-7462481,,
**OUD AL TOBA PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"135TH ST. OUD AL TOUBA AREA, AL AIN OPPOSITE TO UAEU MEN",03-7462401,,
**AL NIYADAT  HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"16TH ST. KHALIFA A, ABUDHABI",02-4102666,,
**AL MAQTAA HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"30TH ST. KHALEEJ AL RABI, MAQTA ROAD, ABU DHABI",02-8113851,,
**AL KHATIM HEALTHCARECENTER PHARMACY- SEHA/PF1553,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**AL NAHDA HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**AL ROWDA HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**AL ZAFARANAH HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**BANIYAS HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**KHALIFA A HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,ABU DHABI,80050,,
**AL SHUEIB HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"ABU DHABI -SWEIHAN ROAD, AL HAYER, AL AIN",03-7461811,,
**SHAHAMA  HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"ABU DHABI-AL AIN ROAD NEAR ADNOC STATION, AL AIN",02-8114571,,
**AL SHAMKHA HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"AL BATEEN,NEAR AL ITTIHAD SCHOOL - ABU DHABI",02-8114654,,
**POLYCLINIC PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"AL FALAH ST, AL HILI, AL AIN",03-7461681,,
**AL SAMHA HEALTHCARE PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"AL NAHDA WEST, ABU DHABI-AL AIN ROAD, ABU DHABI",02-8116391,,
**AL RAHBA HOSPITAL PHARMACY-INPATIENT PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,AL RAHBA HOSPITAL,02-5064444,,
**AL RAHBA HOSPITAL PHARMACY-OUTPATIENT PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,AL RAHBA HOSPITAL,02-5064444,,
**AL FAQA HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"AL SHWAIB ROAD, AL AIN-DUBAI ROAD, AL AIN",03-7461890,,
**AL WAGAN  HOSPITAL  PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"AL ZAKHER, NEAR POLICE STATION, AL AIN",03-7461650,,
**AL BATEEN HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"BANIYAS EAST 10, 16TH STREET, BANIYAS, ABU DHABI",02-8116311,,
**AL CORNICHE HOSPITAL PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"EXECUTIVE BUILDING
 DAS TOWER, 9TH FLOOR, 
 SULTAN BIN ZAYAD STREET (32ND STREET), KHALIDIA
 P.O. BOX: 109090",02-6724900,,
**CORNICHE HOSPITAL PHARM -OUT-PATIENT,AUH,SEHA PHARMACY,ABU DHABI,"EXECUTIVE BUILDING
 DAS TOWER, 9TH FLOOR, 
 SULTAN BIN ZAYAD STREET (32ND STREET), KHALIDIA
 P.O. BOX: 109090",02-6724900,,
**BSP PHARMACY-INPATIENT,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-6724900,,
**BSP PHARMACY-OUTPATIENT,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-6724900,,
**DIABETIC CLINIC PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-6724900,,
**SHEIKH KHALIFA MEDICAL CITY ER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-8190000,,
**SHEIKH KHALIFA MEDICAL CITY PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-6724900,,
**SHEIKH KHALIFA MEDICAL CITY URGENT CARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"KARAMA STREET, ABU DHABI CITY,",02-8190000,,
**MAFRAQ HOSPITAL ONCOLOGY PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,MAFRAQ,02-5011111,,
**MAFRAQ HOSPITAL PHARMACY- IN-PATIENT,AUH,SEHA PHARMACY,ABU DHABI,MAFRAQ,02-5011111,,
**MAFRAQ HOSPITAL PHARMACY- OUT-PATIENT,AUH,SEHA PHARMACY,ABU DHABI,MAFRAQ,02-5011111,,
**AL HAYER  HEALTHCARE CENTER PHARMACY,AUH,SEHA PHARMACY,ABU DHABI,"REMAH AREA, ABU DHABI AL AIN ROAD",03-7461401,,
**AL FALAH HEALTHCARE CENTER PHARMACY-SEHA-PF3022,AUH,SEHA PHARMACY,ABU DHABI,STREET 176 NEW AL FALAH MIDDLE REGION ABU DHABI,02-7113233,,
**AL WAGAN HOSPITAL OUTPATIENT PHARMACY,AUH,SEHA PHARMACY,AL AIN,AL- AIN,03-7677444,,
**TAWAM HOSPITAL OUTPATIENT PHARMACY,AUH,SEHA PHARMACY,AL AIN,AL- AIN,03-7677444,,
**TAWAM HOSPITAL PHARMACY MAIN BUILDING,AUH,SEHA PHARMACY,AL AIN,AL- AIN,03-7677444,,
**AL AIN HOSPITAL INPATIENT PHARMACY,AUH,SEHA PHARMACY,AL AIN,"AL JIMI DISTRICT 
SHAKHBOOT IBN SULTAN STREET
 P.O. BOX: 1006",03-7022000,,
**AL AIN HOSPITAL PHARMACY,AUH,SEHA PHARMACY,AL AIN,"AL JIMI DISTRICT 
SHAKHBOOT IBN SULTAN STREET
 P.O. BOX: 1006",03-7022000,,
**WEST POLYCLINIC  AL AIN HOSPITAL PHARMACY,AUH,SEHA PHARMACY,AL AIN,"AL JIMI DISTRICT 
SHAKHBOOT IBN SULTAN STREET
 P.O. BOX: 1006",03-7022000,,
**ABU AL-ABYAD CLINIC O.P. PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",03-7461951,,
**AL DHARFA FAMILI MEDICINE CENTER PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**BIDA MUTAWA CLINIC O.P. PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**DELMA HOSPITAL PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**GAYATHY HOAPITAL PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**LIWA HOSPITAL PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**MADINAT ZAYED HOSPITAL  PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**MADINAT ZAYED HOSPITAL INPATIENT PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**MARFA HOSPITAL PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
**SILA HOSPITAL  PHARMACY,AUH,SEHA PHARMACY,WESTERN REGION,"AL GHARBIA HOSPITALS ADMINISTRATION  OLD HOSPITAL BUILDING ,MOHAMED KALAF ALMAZROUEI STREET,    MADIENT ZAYED",02-8070000,,
Aster Pharmacy 166 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,AL JADDAF,"SHOP NO.5,AZURITE TOWER,IBN AL ZAHRAWI ST,AL JADDAF, DUBAI",04-42272851,,
Aster pharmacy 176 ( Br of Aster pharmacies Group L.L.C),DXB,PHARMACY,LIWAN,"G-02, BINGHATTI JEWELS, LIWAN, WADI AL SAFA 2, DUBAI",04-44106883,,
Aster Pharmacy 179 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,AL QUSAIS,"S07,R1083,AL WASL VILLAGE RETAIL CENTRE,AL RAYHAN STREET, AL QUSAIS INDUSTRIAL AREA 5,DUBAI",04-42207653,,
Aster Pharmacy 180 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,MARSA,"P19, RIMAL 1, DUBAI MARINA AND JUMEIRA BEACH, THE WALK, MARSA, DUBAI",04-43092900,,
Aster Pharmacy 181 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,DUBAI HILLS,"R04, PARK HEIGHTS SQUARE 1,HADAEQ SHEIKH MOHAMMED BIN RASHID, NEXT TO SPINNEYS, DUBAI HILLS ESTATE, DUBAI HILLS, DUBAI",04-42632594,,
Aster Pharmacy 182 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,WARSAN,"SHOP NO 2, JOWHRAT AL FAIHAA,INTERNATIONAL CITY 2 ST, INTERNATIONAL CITY PHASE-2, WARSAN 4, DUBAI",04-45545907,,
Aster Pharmacy 183 (Br Of Aster Pharmacies Group L.L.C),DXB,PHARMACY,BARSHA HEIGHTS,"SHOP-2, ART HEIGHTS, AL NAHAR 2 ST, AL THANYAH FIRST, BARSHA HEIGHTS, DUBAI",04-42679073,,
Aster Royal Clinic Downtown Pharamcy Br Of Dm Healthcare Llc,DXB,PHARMACY,DOWN TOWN,"BD-RESI 1-RETAIL-G-ER6, RESIDENCES RETAIL, BURJ RESIDENCE PHASE I & II, DOWN TOWN, BURJ KHALIFA, DUBAI",04-44106496,,
MODERN PHARMACY LLC SOLE PROPRIETORSHIP Branch-01,AJM,PHARMACY,HAMIDIYA,"STREET:SHEIKH MAKTOUM BIN RASHID ST. – AJMAN
BUILDING NAME-AL KENZ HYPER MARKET
CITY-HAMIDIYA
STATE-AJMAN
PHONE-06-7450792
FAX-067450378",04-67450792,,
MODERN PHARMACY LLC (SOLE PROPRIETORSHIP)-Branch 02,AJM,PHARMACY,NUAMIYA 1,"SHARA SHEIKH SAYEED ROAD
NEAR ROYAL FURNITURE
NUAIMIYA-1
P.O BOX #4184
AJMAN
TEL:06-7051594
FAX:06-7403956",04-67051594,,
MODERN PHARMACY LLC (SOLE PROPRIETORSHIP) Branch 03,AJM,PHARMACY,NUAMIYA 1,"NAUMIYEAH-1, BEHIND OLD SOUQ AL MARKAZI
STREET :KUWAIT STREET 
BUILDING NAME  :RASHED MUHAMMED OBAID BIN JARSH BUILDING
CITY                  :AJMAN
STATE                 :AJMAN
PHONE NUMBER  :067319494
FAX NUMBER      : 067318566",04-67319494,,
MODERN PHARMACY L.L.C (SOLE PROPRIETORSHIP) -Branch 04,AJM,PHARMACY,BADER ST,"AL SIWAN
AL ITTIHAD BUILDING(PREVIOUSLY HUMAN APPEAL BUILDING)
BADER STREET
P.O BOX #4184
AJMAN
TEL: 06 7790387
FAX:06-7454973",04-67790387,,
MODERN PHARMACY L.L.C (SOLE PROPRIETORSHIP) - Branch-05,AJM,PHARMACY,RASHIDIYA 1,"MARIYAM AHMED WOSAEED MOHAMMED AL KITBI BUILDING
AL ITTIHAD STREET
MUSHRIF COMMERCIAL AREA,RASHIDIYA 1
P.O BOX # 4184
AJMAN
TEL 06-7453771
FAX 06-7453781",04-67453771,,
MODERN PHARMACY L.L.C (SOLE PROPRIETORSHIP) -Branch-06,AJM,PHARMACY,AL NAKHEEL 1,"UMMAR IBNU AL KHATHAB ROAD
AL NAKHEEL AREA-NEAR CHAMBER OF COMMERCE
AL NAKHEEL 1
P.O BOX #4184
AJMAN
TEL:06-7470701
FAX:06-7470702",04-67470701,,
MODERN PHARMACY LLC (One Person)RAK Branch,RAK,PHARMACY,KHUZAM ROAD,"OPP RAS AL KHAIMAH HOTEL/INTERNATIONAL MEDICAL CENTER
KHUZAM ROAD
RAS AL KHAIMAH-NORTH
P.O BOX #328199
UAE
TEL:07-2358362
FAX:07-2369231",04-72358362,,
MODERN PHARMACY LLC (One Person)RAK Branch 01,RAK,PHARMACY,AL NAKHEEL,"STREET NAME:  AL MUNTASIR STREET
AREA: AL NAKHEEL 
CITY: RAS AL KHAIMAH
LANDMARK: NEXT TO LULLU CENTER  NAKHEEL
OPPOSITE TO AL HILAL BANK
TEL: 07 2339440
FAX: +971 7 2339932",04-72339440,,
MODERN PHARMACY L.L.C - SHJ BR,SHJ,PHARMACY,AL QASIMI ST,"AREA      :       AL QULAYAA
STREET   :       AL QASIMI STREET
BLDG NAME  :  AL QULAYA BUILDING
CITY             :       SHARJAH
STATE           :      SHARJAH, UAE
PHONE #       :      +971 67487812
FAX #            :      +971 67487832",04-67487812,,
MODERN PHARMACY LLC SHJ BR BR 01,SHJ,PHARMACY,YARMOUK,"NEXT TO JESCO SUPERMARKET
YARMOUK
SHARJAH -PO BOX:61351
TEL: 06-5668375        FAX:06-5238585",04-65668375,,
MODERN PHARMACY LLC SHARJAH BR BR 02,SHJ,PHARMACY,AL MAJAZ 1,"STREET :KING FAISAL ROAD SHJ 
AREA:AL MAJAZ 1
BUILDING NAME : DELMA HOUSE
STATE : SHARJAH
PHONE : 06-5518509
FAX NO:06-5518504",04-65518509,,
Modern Pharmacy LLC SHJ BR BR 03,SHJ,PHARMACY,AL BARAHA ST,"AREA   :  AL BARAHA
STREET :     AL WAHDA STREET
BLDG NAME :SHAIKHA VWAGE BUILDING
LAND MARK:NEAR THUMBAY CLINIC,NEAR RAK BANK KALBA
CITY:   KALBA                                                                       POBOX-11171
STATE  :  SHARJAH
PHONE :092774070
FAX  :    092774070",04-92774070,,
MODERN PHARMACY L.L.C - SHJ BR -BR 04,SHJ,PHARMACY,AL FISHTS ST,"AREA   : AL FISHT
STREET : 303 AL SHARQ STREET
BLDG NAME :
LAND MARK: OPPOSITE ADNOC PETROL PUMP-NEAR TO NMC MEDICAL CENTRE
CITY:           SHARJAH                                                POBOX-23074
STATE  :  SHARJAH
PHONE :06-5622749 
FAX  : 06-5622586",04-65622749,,
Modern Pharmacy LLC - Branch,DXB,PHARMACY,AL BARSHA,"AREA: ALBARSHA 1 DUBAI
STREET : COMMUNITY NO. 373 STREET NO.38
BLDG NAME : DESERT CHARM BUILDING
LAND MARK: BACK SIDE NOVOTEL HOTEL, BESIDE GOLDEN TULIP HOTEL ALBARSHA 1.
CITY: DUBAI                                                               PO BOX-1885
STATE : DUBAI
PHONE:042236595
FAX :04-3809007",04-42236595,,
LIVERPOOL PHARMACY L.L.C,DXB,PHARMACY,BUR DUBAI,"KHALID BIN WALEED, BUILDING AMIN FALAKNAZ, AL RAFFA, BUR DUBAI",04-3379541,,
GERMAN ADVANCE MEDICAL CENTRE PHARMACY- SOLE  PROPRIETORSHIP L.L.C,AUH,PHARMACY,BANIYAS EAST 8,"VILLA NO.17, BANIYAS EAST 8, ABUDHABI",02-4441529,,
GERMAN ADVANCE MEDICAL CENTRE SOLE PROPRIETORSHIP  L.L.C,AUH,CLINIC,BANIYAS EAST 8,"VILLA NO.17, BANIYAS EAST 8, ABUDHABI",02-4441529,,
SADD MAAREB MEDICAL CENTER PHARMACY - SOLE  PROPRIETORSHIP L.L.C PF5007,AUH,PHARMACY,BANIYAS EAST 7B,"VILLA NO.89, BANIYAS EAST 7B, ABU DHABI",02-4441529,,
ASTER ROYAL CLINIC DOWNTOWN BR OF DM HEALTHCARE - ASTER PREMIUM,DXB,CLINIC,DOWNTOWN,"THE RESIDENCES,TOWER 6,DOWNTOWN DUBAI,BURJ RESIDENCE PHASE 1 &11- DUBAI.",04-5298194,,
ASTER MEDICAL CENTRE ARJAN (BR OF D M HEALTHCARE),DXB,CLINIC,AL BARSHA,BARSHA SOUTH,04-4400500,,
ABILITY PEDIATRIC REHABILITATION MEDICAL CENTER LLC,AUH,CLINIC,AL DANAH,VILLA #15 DEFENCE ROAD - BEHIND SEVEN HOTPOT RESTAURANT - AL DANAH - ZONE 1 - ABU DHABI,02-3092900,,
"MEDICLINIC CREEK
HARBOUR (BR OF
MEDICLINIC CLINICS
INVESTMENT L.L.C.)",DXB,CLINIC,DUBAI CREEK HARBOUR,"CREEKSIDE 18 PODIUM, DUBAI CREEK HARBOUR, DUBAI, UNITED ARAB EMIRATES",04-212 5888,,
ALL CARE PHARMACY LLC-ABUDHABI-PF2926,AUH,PHARMACY,ABU DHABI,VILLA NO.726 DELMA STREET ; SAME BUILDING OF ALL CARE MEDICAL CENTER,02-6722758,,
REVIVE DENTAL CLINIC FZ-LLC,DXB,CLINIC,DUBAI HEALTHCARE CITY,"DUBAI HEALTHCARE CITY, BUILDING 27, BLOCK C, 3RD FLOOR,OFFICE 303",04-2764269,,
NAHEL ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C.,AUH,PHARMACY,AL MARKHANIYYAH,AL AIN LADIES CLUB BRANCH,03-7851188,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C.- BRANCH 7,AUH,PHARMACY,ASHAREJ,ASHAREJ BRANCH-TWAM STREET,03-7669772,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 3,AUH,PHARMACY,AL HILI,AL HILI NAYIFA BRANCH-AL AIN CITY CENTER BUILDING,03-7669788,,
ELEGANCE MEDICAL CENTER PHARMACY,AUH,PHARMACY,AL JIMI,ELEGANCE MEDICAL CENTER BRANCH - NEAR SAFEER MARKET,03-7666312,,
ALAIN PHARMACY SOLE PRORIETORSHIP LLC- BRANCH 25,AUH,PHARMACY,ABU DHABI,ETIHAD PLAZA BRANCH - ETIHAD PLAZA BUILDING,050-1423309,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 13,AUH,PHARMACY,FALAJ HAZAA,FALAJ HAZZA BRANCH - HOME ROYAL HYPERMARKET BULDING,03-7669220,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 8,AUH,PHARMACY,AL MASOUDI,AL MASOUDI BRANCH (ALNNBAGH)- GRAND MART BUILDING,03-7558655,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 12,AUH,PHARMACY,AL JIMI,"AL JIMI MALL, NEW EXTENSION, BASEMENT FLOOR",03-7666599,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 5,AUH,PHARMACY,NEIMA,MAKANI MALL BRANCH-NEIMA,03-7669918,,
AL AIN PHARMACY L.L.C - RAK BRANCH,RAK,PHARMACY,AL URAIBI,RAS AL KHAIMAH BRANCH - MANAR MALL (SOUTH ENTRANCE),07-2082117,,
ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C.- BRANCH 1,AUH,PHARMACY,AL SAROUJ,SHABHAT PLAZA BRANCH-AL SAROOJ NEW,03-7656506,,
ALAIN PHARMACY- SOLE PROPRIETORHIP L.L.C.- BRANCH 23,AUH,PHARMACY,SHIAAB AL ASHKHAR,SHIAAB AL ASHKHAR BRANCH - AL AIN COOP BUILDING,050-3445850,,
ALAIN PHARMACY SOLE PROPRIETORSHIP BRANCH,DXB,PHARMACY,DUBAI SILICON OASIS,DUBAI SILICON OASIS BRANCH- SOUQ EXRTA MALL BUILDING,04-3342333,,
SPANISH CENTER PHARMACY L.L.C.,AUH,PHARMACY,AL BATEEN,SPANISH MEDICAL CENTER BRANCH - AL BATEEN,02-5460666,,
ALAIN PHARMACY SOLE PROPRIETORSHIP BRANCH DUBAI BRANCH,DXB,PHARMACY,WOLRD TRADE CENTER,"SHEIKH ZAYED ROAD BRANCH, AL ROSTAMANI TWIN TOWER A",04-5477177,,
ALAIN PHARMACY- SOLE PROPRIETORHIP L.L.C.- BRANCH 24,AUH,PHARMACY,SALAMAT,"SALAMAT BRANCH - AL SAFA SUPERMARKET BUILDING, OPPOSITE AL SALAMAT CIVIL DEFENCE",03-7544877,,
NEW AL AIN PHARMACY - L L C - BRANCH AL YAHAR,AUH,PHARMACY,AL YAHAR NORTH (AL AAMERAH),AL YAHAR NORTH BRANCH (ALAAMERAH) -  NEAR AL AIN CITY CENTER S/M,03-753 1533,,
APOTEKE PHARMACY - SOLE PROPRIETORSHIP L.L.C.,AUH,PHARMACY,KHALIFA CITY,KHALIFA CITY BRANCH 1 - NEAR KHALIFA SQUARE,02-8846622,,
AL AIN PHARMACY -SOLE PROPRIETORSHIP L L C - Branch,AJM,PHARMACY,AL YASMEEN,AL YASMEEN BRANCH - AL YASMEEN AREA,050-4489530,,
NEW ALAIN PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH,AUH,PHARMACY,AL DHAHER,AL DHAHER BRANCH - BESIDE MEZYAD MEDICAL CENTER,03-7516675,,
LIFE PHARMACY 125 EXPRESS CLINIC,DXB,CLINIC,NAD AL SHEBA,"DAR MIRA RESIDENCE, AL MEYDAN RD, NAD AL SHEBA 1, DUBAI, UAE",04 5610000,,
LIFE MEDICAL CENTRE 5 BR OF LIFE CLINIC LLC,DXB,CLINIC,WARSAN,"CHEZ MOI BUILDING - SHOP NO: 1,2,3,4, PLOT NO: 211 - INTERNATIONAL CITY PHASE(2) - WARSAN 4 - DUBAI",04 5610000,,
ASTER MEDICAL CENTRE SPORTS CITY,DXB,CLINIC,DUBAI SPORT CITY,DUBAI SPORT CITY,04-4577919,,
NEW CITY CLINIC L.L.C,DXB,CLINIC,AL KARAMA,"GROUND FLOOR, AL ARTI PLAZA, NEAR CIVIL DEFENSE, ZABEEL ST, AL KARAMA, DUBAI, UAE",04-6056056,,
A P L Pharmacy LLC,DXB,PHARMACY,AL KARAMA,"GROUND FLOOR, AL ARTI PLAZA, NEAR CIVIL DEFENSE, ZABEEL ST, AL KARAMA, DUBAI, UAE",04-6056046,,
MEDICLINIC DUBAI HILLS,DXB,CLINIC,DUBAI HILLS,"FIRST FLOOR, DUBAI HILLS HADAEQ SHEIKH MOHAMMAD BIN RASHID STREETMALLDUBAI, UNITED ARAB EMIRATES.",04-2125888,,
MEDICLINIC DUBAI HILLS PHARMACY,DXB,PHARMACY,DUBAI HILLS,"FIRST FLOOR, DUBAI HILLS HADAEQ SHEIKH MOHAMMAD BIN RASHID STREETMALLDUBAI, UNITED ARAB EMIRATES.",04-2125888,,
