PROVIDER NAME,EMIRATE,NETWORK_TIER,AREA,TELEPHONE,PROVIDER TYPE,lat,lon
SALSABEEL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL  NAHDA PARK , BUKHARA STREET",06-5368988,PHARMACY,25.299833,55.37885
AL SAIF PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL WAHDA STREET,06-5533811,PHARMACY,25.339646,55.401941
HAMAD PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",WAZIT STREET,06-5582800,PHARMACY,25.339133,55.428517
GRAND HAMAD PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL ITHIHAD STREET, AL NAHDA",06-5544050,PHARMACY,25.301217,55.374133
AL FURQAN PHARMACY SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPP.POLICE STATION .AL MADAM AREA,",06-8861030,PHARMACY,24.914098,55.775353
COOPERATIVE PHARMACY (SHARJAH),SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR ALZAHRA HOSPITAL, ZAHRA STREET",06-5613392,PHARMACY,25.358943,55.393994
AL MUBARAK CENTER PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MUBARAK BUILDING, AL NAABA AREA",06-5638034,PHARMACY,25.364556,55.393197
MEDI PRIME AL QASIMIAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPP SHARJAH IMIGRATION,KING ABDULAZ",06-5752200,PHARMACY,25.3438,55.3949
LAMIA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",CORNICHE POST OFFICE,06-5680781,PHARMACY,25.361933,55.388417
AL HIKMA PHARMACY - SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL ZAHRA STREET, MATAFI ROUNDABOUT",06-5542071,PHARMACY,25.36655,55.401217
RAWABINA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL KHAN STREET, AL KHALIDIYA",06-5519654,PHARMACY,25.34275,55.390283
AL WASHAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","FALAJ AL MUALLA ROAD,AL DHAID",06-8833240,PHARMACY,25.290267,55.8817
LULU AL NAHDA PHARMACY - LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","LULU HYPERMARKET, AL NAHDA",06-5454611,PHARMACY,25.303233,55.374083
LULU AL FALAH PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","LULU HYPERMARKET, AL WAHDA STREET",06-5362225,PHARMACY,25.332433,55.39915
SHARJAH AHALIA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","IBRAHIM AL MEDFA STREET,AL MUSALLA",06-5621600,PHARMACY,25.35555,55.400283
BORJ SARAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL QASBA ST.AL MAJAZ 3 SARA TOWER,06-5564651,PHARMACY,25.329532,55.375835
OASIS PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BEHIND AL KHALEEJ NEWSPAPER,06-5771873,PHARMACY,25.313967,55.377183
DAR AL DAWAA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND E-MAX, ABU SHAGARA",06-5449544,PHARMACY,25.332405,55.394433
THUMBAY PHARMACY LLC BRANCH 3,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR NATIONAL PAINTS,06-5356497,PHARMACY,25.38201,55.462384
AL HASHMI PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL HAMIDI BLDG. OPP ETISALT,",09-2386508,PHARMACY,25.335367,56.348632
ZAMZAM PHARMACY (SHARJAH),SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",INDUSTRIAL AREA NO:15,06-5357141,PHARMACY,25.292067,55.442017
ZULEKHA HOSPITAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL NASSERYA,06-5658866,PHARMACY,25.368733,55.404667
NMC ROYAL  HOSPITAL SHARJAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL GHUWAIR AREA,06-5168836,PHARMACY,25.360295,55.394005
ASTER AL BUHAIRAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL BUHAIRAH CORNICHE,06-5444542,PHARMACY,25.334516,55.388458
AL AROUBA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AROUBA ST,OPP KFC,ROLLA AREA",06-5623355,PHARMACY,25.354298,55.386425
NOORA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MABROOKAH BLDG,NEAR INVEST BANK,",06-5422188,PHARMACY,25.302767,55.399467
NOORA AL JADEEDA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","UNIVERSITY ROAD, INDUSTRIAL AREA 1",06-5427878,PHARMACY,25.284144,55.452622
AL WAFA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR LACNOR DIARY, DOUBLE COLA ROAD",06-5331139,PHARMACY,25.344111,55.401007
YASMIN PHARMACY (SHARJAH),SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO.1,YASMIN BUILDING 4,",06-5584662,PHARMACY,25.331979,55.423227
AL MUSTAQBAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",INDUSTRIAL AREA 11(OPP ST. LADEN),06-5349500,PHARMACY,25.293203,55.420284
NEW AL WAFA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SH.FAISAL AL QASSEMI BLDG, KALBA ST",06-5353580,PHARMACY,25.288432,55.446524
AL DARARY PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHAN SAHEB BUILDING,1ST IND.AREA,",06-5397282,PHARMACY,25.32072,55.396737
AL MALIHA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPP. ETISALAT,SALEM BIN JARSH BLDG",06-8826855,PHARMACY,25.281218,55.876332
GARDEN PHARMACY L.L.C,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL AHKIA MONEY EXCHANGE BLG,ROLLA",06-5211727,PHARMACY,25.346259,55.420932
CRISTAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL SHAMSI BLG,SHOP 4, AL TAWOON",06-5773100,PHARMACY,25.368988,55.484264
ORIANA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MANAZIL TOWER 2, AL TAAWUN STREET,",06-5525770,PHARMACY,25.312729,55.376025
NEW CENTRAL PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CENTRAL SOUK,CORNICHE ST,KHORFAKKAN",09-2386277,PHARMACY,25.354286,56.350997
AL NASR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHAIKH KHALID RAOD, OPP.OMAR MOSQUE",09-2384188,PHARMACY,25.343061,56.348775
AL SHIFA PHARMACY.,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MAJAZ AREA, JAMAL ABDUL NASER ST",06-5553913,PHARMACY,25.299165,55.37963
MEDICINA PHARMACY 25,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NOVEM CENTRE, AL WASEET STREET,",06-5660741,PHARMACY,25.332654,55.392229
MODERN AL RIQQA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH COOPERATIVE SOCIETY,RIQQA",06-5243214,PHARMACY,25.370329,55.426709
AL SEHA AL KUBRA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHAHBA AREA, AL",06 572 1213,PHARMACY,25.338383,55.4278
ASTER PHARMACY 107,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","HASSAN BABA HASSAN BUILDING,",04-2382342,PHARMACY,25.338445,55.388977
AL NAHDA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",OPPOSITE SHARJAH OLD EXPO CENTER,06-7043882,PHARMACY,25.320967,55.380428
AL TAMIMI PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MAHMOUD BLDG,NEAR KM TDG",06-5624990,PHARMACY,25.355108,55.389306
ATLAS PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",GULF MART BLDG.,06-5235676,PHARMACY,25.36379,55.391913
IBN BATUTA PHARMACY LLC.,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",BEHIND SARAH EMIRATE TOWER BUHAIRA,06-5561544,PHARMACY,25.33628,55.375045
ZAHRAT AL RABIE PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL KHAN AREA, SHARJAH",06-5546800,PHARMACY,25.332624,55.370546
DEIRA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","1ST FLOOR, AL MUBARAK CENTER",06-5631359,PHARMACY,25.366149,55.394309
AL WAAD PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KHORFAKKAN,09-2370070,PHARMACY,25.33824,56.3488
ASTER PHARMACY 106,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GOLDENSANDS BLDG,AL ITTIHAD ROAD",06-5749669,PHARMACY,25.289436,55.368525
ASTER PHARMACIES GROUP LLC RAK BRANCH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","GROUND SAFEER MALL,AIR PORT ROAD",07-2352213,PHARMACY,25.748801,55.925068
ASTER PHARMACY 121,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SILVER SAND BLG,JUMA MAJID,ALNAHDA",06-5544504,PHARMACY,25.299353,55.373632
AL NAHAR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL NAHDA STREET, AL SHYBA BUILDING",06-5545882,PHARMACY,25.300994,55.372691
AL ZAMAN PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR AL WAHDA POST OFFICE, AL WAHDA",06-5771990,PHARMACY,25.323605,55.388444
BAIT AL DAWAA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL KHAN AREA ,AL TAAWAN STREET",06-5772511,PHARMACY,25.312517,55.37409
AL MOAALAJ PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BEHIND EMAX ELECTRONICS,ABU SHAGARA",06-5214865,PHARMACY,25.332605,55.394891
AL SHIFA ALAFIAH PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",JAMAL ABDUL NASER ST,06-5506551,PHARMACY,25.327416,55.392303
ASTER PHARMACY 108,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MEDFAA STREET,NEXT TO SATA,ROLLA",06-5610012,PHARMACY,25.33966,55.388366
ASTER PHARMACY 125,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL DEYAR BUIDING, NEAR TAWOUN R/A",06-5303016,PHARMACY,25.311654,55.374152
MEDI PRIME PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SAFEER MARKET,KING FAISAL ST",06-5044044,PHARMACY,25.344656,55.39342
MUHAMMAD AYAZ PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL WASIT STREET, AL SHAHBAH AREA",06-5526224,PHARMACY,25.317064,55.375978
ABWAB BAIT AL MAQDES PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL KHAN ST. OPPOSITE ARCADIA HOTEL,06-5565363,PHARMACY,25.32923,55.373305
AKNAF BAIT AL MAQDES PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL EZZ BIN ABDUL SALAM ST. AL MAJAZ,06-5500602,PHARMACY,25.335049,55.389939
AL ELAJ PHARMACY LLC SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL SHAHBA PLAZA, WASIT ST.",06-5583058,PHARMACY,25.336531,55.426735
AL TAQWA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ABDUL AZIZ AL MAJED BLDG. AL NAHDA,06-5319211,PHARMACY,25.300588,55.37999
ANWAR BAIT AL MAQDES PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","EWAN BLDG, BACK SIDE OF UNIVERSITY",06-5426300,PHARMACY,25.307742,55.45714
BAB AL SHIFA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",MUBARAK AL SAYER SHOP NO : 3,06-5750060,PHARMACY,25.342803,55.386033
MEDICARE PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL OROUBA STREET,06-5242555,PHARMACY,25.356835,55.38829
AL AQSA PHARMACY L.L.C,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL TAWOON BUILDING, BEHIND W.WILSON",06-5774704,PHARMACY,25.310307,55.374422
AL FAROOQ PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR TO REEM AL NAHDA MEDICAL CENTR,06-5315343,PHARMACY,25.299748,55.37361
AL MUSALLA PHARMACY- SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL ZAHRA ROAD, KHAIR MEDICAL CENTER",06-5616136,PHARMACY,25.358315,55.39431
AL AHLIAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","KHANSHAEB BULIDING, INDUSTRIAL AREA",06-5388956,PHARMACY,25.304504,55.416857
ASTER PHARMACY 122,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR ASTER CLINIC, ABU SHAGARA PARK",06-5570996,PHARMACY,25.338,55.394444
ASTER PHARMACY 133,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL SHARQ ST,NEAR FINE FAIR,",06-5619322,PHARMACY,25.346648,55.389901
MEDICINE WORLD PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",ALMAJAZ 2 OPP BUHAIRA POLICE STATIO,06-5447792,PHARMACY,25.320559,55.382141
ASTER PHARMACY 139,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KHORFAKKAN POLICE ST. ROUND ABOUT,09-2371301,PHARMACY,25.31161,55.374115
AL RAYAN PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ABU SHAGARA,OPP. AL MINHA MEDICAL C",06-5509475,PHARMACY,25.337644,55.393686
KHALID PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL DHAID,06-8822677,PHARMACY,25.287728,55.881125
ASTER PHARMACY 151,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH PALACE HOTEL, TAWUN STREET,",06-5453109,PHARMACY,25.346811,55.389515
MEDICINA 22 PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SAFEER MARKET,NEXT TO KALBA HEALTH",09-2770371,PHARMACY,25.075958,56.388032
MEDICINA 23 PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CENTRAL SHARJAH SHOP #02, SHEIKH RASHID BIN SAQR ALQASIMI STREET, HALWAN SUBURB, SAMNAN",06-5303980,PHARMACY,25.325565,55.377504
ASTER PHARMACY 140,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SULTACO, AL MAJAZ",06-5445001,PHARMACY,25.337481,55.389578
AL SHIFA UROPI PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BLOCK, QADISSIYA (TIGER)BUILDING, A",06-5394609,PHARMACY,25.300652,55.382517
AL AFDHAL PHARMACY L L C,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","DURAT AL GAWAS BUILDING,AL AROUBA",06-5217622,PHARMACY,25.360608,55.390415
AL BASSAM PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUHAIRA CORNICHE, MAJAZ-3,AL MAJAZ",06-5379446,PHARMACY,25.327163,55.37873
AL FARAH PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NASSER AL SHEEBA BUILDING, AL NAHDA",06-5363707,PHARMACY,25.300409,55.37048
AL RAZY PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","ALZARONI BLDG,BEH ASZAR MAL ALNAHDA",06-5377844,PHARMACY,25.30188,55.368124
NAWAIEM PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR PRIME MEDICAL CENT, AL NAHDA",06-5565195,PHARMACY,25.299615,55.369825
MEDCARE HOSPITAL LLC - SHJ BR PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",KING FAISAL STREET,06-5949922,PHARMACY,25.342225,55.388303
FAMILY CARE PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUTEENA ,OLD MUROOR ROAD NEAR ANJAD",06-5658008,PHARMACY,25.375469,55.4038
AL FARDAN CENTRE PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","INSIDE AL FARDAN CENTRE,BUHAIRA COR",06-5752890,PHARMACY,25.323891,55.381938
AL TAIF PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NESTO HUPERMARKET LLC-BRANCH 1, MUW",06-5505411,PHARMACY,25.296284,55.44
ALBARSHA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL MANAMA CENTRE,NEXT TO FIRE STATI",06-5754046,PHARMACY,25.113199,55.204803
ALNAJIM ALAZRAQ PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL NAHDA AREA,NEXT TO ANSAR MALL",06-5288851,PHARMACY,25.30377,55.370978
HALA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","OPPOSITE TO MEGA MART, AL QASSIMIA",06-5515213,PHARMACY,25.342572,55.390375
HALA PHARMACY LLC-BRANCH 10,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOWROOM NO 1, BDNG NO 997, AL NASS",06-5239833,PHARMACY,25.370515,55.405731
HALA PHARMACY LLC-BRANCH 11,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",", BUF YEAR 222 BLD, PLOT AL QASIMIA",06-5454123,PHARMACY,25.308997,55.37783
HALA PHARMACY LLC-BRANCH 18,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR UNITED ARAB BANK,OPPT TO AL NO",06-5561718,PHARMACY,25.335763,55.387767
HALA PHARMACY LLC-BRANCH 19,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL ALAMI CENTRE, SHOP NO.4 & 5, AL",06-5560640,PHARMACY,25.342308,55.38755
HALA PHARMACY LLC-BRANCH 2,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",NEAR TO ABU SHAGARA PARK,06-5759287,PHARMACY,25.336767,55.395313
HALA PHARMACY LLC-BRANCH 3,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR AL BUSTAN HOTEL,AL QASSIMIYA",06-5501340,PHARMACY,25.340549,55.393107
HALA PHARMACY LLC-BRANCH 4,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL KHALEEJ BLD, NEAR SHARJAH ROTANA",06-5627134,PHARMACY,25.361675,55.392956
HALA PHARMACY LLC-BRANCH 5,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO 1,2 ROLLA BUILDING, ROLLA",06-5218352,PHARMACY,25.358991,55.389352
HALA PHARMACY LLC-BRANCH 6,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CORNICHE B BUILDG, BUHAIRA CORNICHE",06-5372768,PHARMACY,25.328725,55.377496
HALA PHARMACY LLC-BRANCH 9,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL AROUBA STREET,06-5519865,PHARMACY,25.354912,55.386314
SAHARA LIFE PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEXT TO SPINNEYS, SAHARA CENTRE",06-5570786,PHARMACY,25.297735,55.372307
WAJEAT AL KHOOR PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","BUHAIRA CORNICHE ,RIVIERA TOWER",06-5373884,PHARMACY,25.331192,55.375993
THUMBAY PHARMACY LLC SHARJAH,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL QASIMI STREET,06-7487812,PHARMACY,25.333682,55.390539
ASTER PHARMACY 203,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO.1, ARAB DOCTOR BUILDING,",06-5396955,PHARMACY,25.317771,55.376107
ASTER PHARMACY 153,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SUROOR BUILDING, AL NAHDA PARK AREA",06-5543020,PHARMACY,25.270396,55.374629
HALA PHARMACY LLC-BRANCH 1,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","TRADING SHOPPING CENTRE, ABU SHAGHA",06-5485950,PHARMACY,25.311887,55.374959
HALA PHARMACY LLC-BRANCH 12,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","MANAZIL TOWER 1, PLOT NO 89, AL QAS",06-5519934,PHARMACY,25.345108,55.391095
HALA PHARMACY LLC-BRANCH 7,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",JAMAL ABDUL NASSAR STREET,06-5506073,PHARMACY,25.320094,55.385086
AL SAHA PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",AL MUWAILAH FIRE STATION ROAD,06-5426632,PHARMACY,25.308052,55.464507
SAIFZONE PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI",F2-42 A,06-5578560,PHARMACY,25.327211,55.495863
AL SAMA AL ZARQA PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","NEAR SHARJAH CEMENT FACTORY, SAJJA",06-5311873,PHARMACY,25.306008,55.628157
SHARQAN PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SAFAT BLD SHP#2&3 , AL BUTHEENA",06-5613505,PHARMACY,25.378865,55.462879
MEDICINA PHARMACY 30,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","I MALL, AL ITTIHAD ROAD",06-5248013,PHARMACY,25.325932,55.377145
MEDICINA PHARMACY 31,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CITY CENTRE SHARJAH, AL WAHDA ROAD",06-5246525,PHARMACY,25.325408,55.393232
HEALTH FIRST PHARMACY BR 6,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHOP NO 1,AL SHARQ STREET,SHARJAH CO-OPERATIVE SOCIETY",06-5650415,PHARMACY,25.373766,55.399603
HEALTH FIRST PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","CORNICHE,SHOP NO :4 -2A,GROUND FLOOR, AL MAJAZ 2, BUHAIRAH CORNICHE",06-5643275,PHARMACY,25.352374,55.452095
HALA PHARMACY LLC-BRANCH 26,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","G09 & G10, MY CITY CENTRE, AL NASSERIYA,",06-5220367,PHARMACY,25.366024,55.403047
PHARMACY ONE LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AL SHARQ STREET, AL REFAA/ VILLA 966 OPPOSITE OF KFC",06-5557040,PHARMACY,25.285556,55.398983
DAR AL FARAH PHARMACY LLC,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","AHMED TARIAM BUILDING, OPP. AL QASIMI HOSPITAL, AL KHEZAMMIA AREA",06-5743825,PHARMACY,25.342914,55.429946
DELTA AL DHAID PHARMACY,SHJ,"PLATINUM,G PLUS,GOLD,SILVER,BRONZE,BLUE,ASASI","SHARJAH CO-OPERATIVE SOCIETY BUILDING, SHARJAH CO-OPERATIVE SOCIETY - AL DHAID, FUJAIRAH ROAD",06-8828636,PHARMACY,25.280633,55.873061
