PROVIDER NAME,EMIRATE,PROVIDER TYPE,AREA,ADDRESS,TELEPHONE,lat,lon
AVANTI DUBAI MALL,DXB,OPTICS,THE DUBAI MALL,SF267 2ND FLOOR,05-61776547,25.198,55.276
RIVOLI EYEZONE DUBAI MALL,DXB,OPTICS,THE DUBAI MALL,TDMS 204 SECOND FLOOR,05-65347549,25.1969,55.2805
RIVOLI EYEZONE DUBAI MALL LOWER GROUND,DXB,OPTICS,THE DUBAI MALL,TDMLG188 WAITROSE ENTRANCE,05-02174365,25.1975,55.2764
RIVOLI EYEZONE AL GHURAIR,DXB,OPTICS,AL GHURAIR MALL,GB21 GROUND FLOOR,05-49905720,25.2691,55.3172
RIVOLI EYEZONE IBN BATTUTA,DXB,OPTICS,IBN BATTUTA,LBSGF185 GROUND FLOOR,05-65499153,25.0484,55.1233
RIVOLI EYEZONE MERCATO,DXB,OPTICS,MERCATO MALL,UNIT NO.08 FIRST FLOOR,05-07528003,25.2164,55.2527
RIVOLI EYEZONE MIRDIF CITY CENTRE,DXB,OPTICS,MIRDIF CITY CENTRE,G005 FIRST FLOOR OPPOSITE ANTLER STORE,05-01898038,25.2164,55.4071
RIVOLI EYEZONE WAITROSE MOTORCITY,DXB,OPTICS,MOTORCITY,R04 GROUND FLOOR,05-61880467,25.0417,55.2292
RIVOLI EYEZONENAKHEEL MALL,DXB,OPTICS,AKHEEL MALL,NKMF059A FIRST FLOO,05-49930103,25.1143,55.1389
DOCTOR M OASIS CENTRE,DXB,OPTICS,OASIS CENTRE,1012 GROUND FLOOR,05-01079705,25.1695,55.2418
RIVOLI EYEZONE OUTLET MALL,DXB,OPTICS,OUTLET MALL,G52 GROUND FLOOR,05-01895017,25.0729,55.3998
ROCK STAR PHARMACY (NOOR PHY),DXB,PHARMACY,,FLAT 10&11 YA CREEK HOTEL NEAR RTA PARKING,04-2348277,25.2726,55.3139
ROKEN ALKHALEJ PHARMACY-JULPHAR,DXB,PHARMACY,,EXECUTIVE TOWER,04-4587004,25.1905,55.2642
IBN ROSHD PHARMACY - DXB (MSC),DXB,PHARMACY,,REAL ESTATE BUILDING MEENA ROAD BUR DUBAI,3454518,25.2412,55.2745
IBN ROSHD MODERN PHARMACY (MSC),DXB,PHARMACY,,OPPOSITE EMIRATES MALL SHEIKH ZAYED ROAD BARSHA,04-3408786,25.1154,55.1942
ROTANA PHARMACY LLC,DXB,PHARMACY,,GROUND FLR AL MURR SAEED HOR AL ANZ,04-2387546,25.2834,55.3316
ROYAL GRAND PHARMACY-LIFE,DXB,PHARMACY,FRANCE CLUSTER,SHOP NO10 BLOCK P 13,04-4474078,25.1892,55.4111
ROYAL LIFE PHARMACY L.L.C-LIFE,DXB,PHARMACY,MANKHOOL STREET,MANKHOOL TOWERS,04-3529229,25.2613,55.2913
ROYAL MARINA PHARMACY-LIFE,DXB,PHARMACY,DUBAI MARINA,OPP LE ROYAL MERIDIEN HOTEL,04-4579134,25.0838,55.141
ROYAL MEMZAR PHARMACY LLC-LIFE,DXB,PHARMACY,OPP. AL MULLAH PLAZA,AL MAMZAR CENTER GROUND FLOOR,04-2659552,25.2802,55.3537
ROYAL PHARMACY L.L.C-LIFE,DXB,PHARMACY,KHALID BIN WALEED ROAD,OPP. HOTEL ASCOT,04-3522426,25.2735,55.2917
ROYAL RUBY PHARMACY,DXB,PHARMACY,,INSIDEAKMART  DIP,4-3791311,24.9798,55.1593
ROYAL SABA MEDICAL CLINIC,DXB,CLINIC,,SHOP 10 GF GREECE CLUSTER L02 INTERNATIONAL CITY,04-5807092,25.1578,55.4066
ROYAL SABA PHARMACY,DXB,PHARMACY,INTERNATIONAL CITY,SHOP 10,04-5830527,25.1578,55.4066
DR. SALAH AL RUBAIE CLINIC,DXB,CLINIC,MURRAKKABAT STREET,206 F-2 ABV.ALIA PHARMACY,04-2977716,25.2647,55.3292
RUBY CLINIC (SANAIYA),DXB,CLINIC,CHINA CLUSTER,GRND FLR DRAGON MART H6,04-4226899,25.163,55.416
RUBY PHARMACY (SANAIYA),DXB,PHARMACY,CHINA CLUSTER H6,GRND FLR DRAGONMART,04-4226899,25.1531,55.4257
RXNOW PHARMACY,DXB,PHARMACY,,SHOP 12 1ST FLOOR THE WINGS BLDG. AL BARSHA SOUTH 3RD ARJAN,04-5820999,25.0601,55.2413
RX PHARMACY (IMARA),DXB,PHARMACY,AL RAFFA STREET,ABDUL WAHEED FIKREE BUILDING AL GHUBAIBA BUS STATION,04-3555129; 04-2617175,25.2616,55.3762
SAFA SOCIETY PHARMACY L.L.C-LIFE,DXB,PHARMACY,WASL ROAD,UNION CO-OP BUILDING,04-3946618,25.1874,55.2395
SAFE WAY PHARMACY,DXB,PHARMACY,,AL KHALIL STREET JUMEIRAH VILLAGE CIRCLE DUBAI  JUMEIRAH VILLAGE CIRCLE,04-3638598,25.0546,55.2124
SAHARA STAR PHARMACY (NOVO),DXB,PHARMACY,,HAMRIYA SHOPPING CENTRE GROUND FLOOR ABU HAIL ROAD,06-5244660,25.2843,55.3409
SALAH ALDIN PHARMACY L.L.C-LIFE,DXB,PHARMACY,SALAH DIN ROAD,ABU HAIL,04-2728233,25.1139,55.3812
SALEEM POLYCLINIC (ASTER),DXB,CLINIC,SATWA ROAD,AL MORJANA PLAZA1121ST FLOOR,04-3495353,25.233,55.2773
CLINICARE SAMARI (IMARA),DXB,CLINIC,OMAN/HATTA ROAD,SAMARI RETAIL MALL NEXT TO SAMARI RESIDENCE,04-3322682; 04-2617175,25.1774,55.3762
SAMARY PHARMACY,DXB,PHARMACY,,JEBAL ALI INDUSTRIAL AREA NEAR TO JEBAL ALI MALL JEBAL ALI,04-8878011,25.0058,55.1036
SAMARY PHARMACY BRANCH LLC,DXB,PHARMACY,,"JAFZA MALL  JAFZA MALL,JEBAL ALI",04-44817530,25.006,55.1036
SAMER PHARMACY L.L.C-LIFE,DXB,PHARMACY,,SHEIK HAMDAN COLONY BUILDING,04-3971909,25.2479,55.3049
SHEFAA AL MADEENA PHARMACY,DXB,PHARMACY,AL TELAL 11,SHOP 2 NEAR MALL OF EMIRATES,04-3475988,25.1067,55.1991
SAMARI RX PHARMACY (IMARA),DXB,PHARMACY,OMAN/HATTA ROAD,SAMARI RETAIL MALL NEXT TO SAMARI RESIDENCE,04-3330538; 04-2617175,25.1774,55.3763
AL SANAIYA MEDICAL CLINIC - BR (SANAIYA),DXB,CLINIC,,AL GEMZI BLDG; ABOVE SAHAT AL MADINA SUPRMRKT,04-3407548,25.1231,55.2364
AL SANAIYA MEDICAL CLINIC (SANAIYA),DXB,CLINIC,NEAR MEDICAL FITNESS CENTR,GRND FLR BEL RASHEED BLDG,04-2543500,25.2661,55.4255
AL SANAIYA PHARMACY (SANAIYA),DXB,PHARMACY,ALGERIA STREET,BIN RASHID BLDG NEAR MEDICAL FITNESS CENTR,04-2543500,25.2668,55.4248
SANDS COMMUNITY PHARMACY (CHS),DXB,PHARMACY,AL SHARTA ST,EMIRATES CROWN TOWER 1 NEAR MARRIOT HOTEL,04-4243520,25.0883,55.1468
GOLDEN SANDS PHARMACY (ASTER),DXB,PHARMACY,MANKHOOL ROAD,AL AIN CENTRE BUILDING OPP AL KHALEEJ CENTRE,04-3511444,25.3082,55.3769
SANJEEVANI PHARMACY,DXB,PHARMACY,,FLAT 5 GF MEENA BLDG MUSSALLA ROAD  AL FAHIDI,04-3862999,25.2619,55.292
SARA PHARMACY-ASTER GRP,DXB,PHARMACY,TRADE CENTRE ROAD,NR.SPINNEYS,04-3593330,25.2489,55.3001
SUPERCARE PHARMACY ARABIAN PLAZA,DXB,PHARMACY,KHAWANEEJ STREET,ARABIAN PLAZA MALL,04-2845540,25.2358,55.4369
SUPERCARE PHARMACY ASWAAQ UMM SUQEIM,DXB,PHARMACY,UMM SUQEIM 3,ASWAAQ BUILDING,04-3306643,25.1371,55.197
SUPERCARE PHARMACY DCC (SUPERCARE GR),DXB,PHARMACY,BANIYAS STREET,DEIRA CITY CENTER,04-2501211,25.2522,55.3326
SUPERCARE PHARMACY FESTIVAL CITY,DXB,PHARMACY,DUBAI FESTIVAL CITY BLDG GROUND FLOOR,BELOW IKEA,04-2325577,25.2226,55.3556
SUPERCARE GARDENS PHARMACY,DXB,PHARMACY,DISCOVERY GARDENS,IBN BATUTA MALL PERSIAN COURT,04-3669800,25.0449,55.1205
SUPERCARE PHARMACY JLT,DXB,PHARMACY,SARYAT ROAD,AL SHERAA TOWER,04-4541157,25.0785,55.142
SUPERCARE PHARMACY DUBAI MALL,DXB,PHARMACY,DOHA STREET,DUBAI MALL,04-4341687,25.201,55.2792
SUPER CARE PHARMACY MIRDIF,DXB,PHARMACY,MIRDIF CITY CENTER,MIRDIF CITY CENTER,04-2839171,25.2168,55.4072
SUPERCARE EMIRATES PHARMACY,DXB,PHARMACY,SHEIKH ZAYED ROAD,MALL OF EMIRATES,04-3410871,25.1315,55.1999
SUPERCARE PHARMACY OASIS CENTRE,DXB,PHARMACY,SHAIKH ZAYED ROAD,OASIS CENTRE,04-3397683,25.1719,55.2413
SUPERCARE PHARMACY,DXB,PHARMACY,WASL ROAD,SAFA CENTRE NEXT TO PARK N SHOP,04-3943595,25.181,55.2351
SUPERCARE PHARMACY SHEIKH ZAYED ROAD,DXB,PHARMACY,SHAIKH ZAYED ROAD,OASIS CENTRE,04-3798802,25.1714,55.2414
SUPERCARE PHARMACY UMM SUQEIM,DXB,PHARMACY,UMM SUQEIM,DUBAI LONDON CLINIC BUILDING,04-3306144,25.1535,55.2012
SCIENTIFIC PHARMACY (JULPHAR GRP OF PHY),DXB,PHARMACY,DUBAI MARINA,OASIS HOTEL,04-3999020,25.0797,55.1361
SEHA PHARMACY LLC,DXB,PHARMACY,AL DOHA STREET,#9 WASL ONYX BLDGNEAR OPTIONS FURNITURE CENTER,04-3977769,25.2493,55.3106
SEKHER MEDICAL CLINIC,DXB,CLINIC,MADINA ROAD,NEAR OLD GRAND MALL FLAT NO-104 1ST FLOORAL QUOUZ NEAR LABOUR CAMP,04-3387749,25.1555,55.2476
SAUDI GERMAN CLINICS AKOYA,DXB,CLINIC,,D2 COMMUNITY MALL DAMAC HILLS 2 DAMAC HILLS,04-3890045,25.0049,55.3828
SAUDI GERMAN CLINICS,DXB,CLINIC,,THE MALL OPP JUMEIRAH BEACH RESORT UMM SUQEIM 3,04-3890000,25.1403,55.1915
SAUDI GERMAN CLINICS DAMAC HILLS 2,DXB,CLINIC,,GF ARTESIA TOWER AKOYA COMMUNITY,04-3890000,25.0273,55.2628
SAUDI GERMAN HOSPITAL,DXB,HOSPITAL,HESSA STREET,331OFF EXIT 36 3OPP AMERICAN SCHOOL,04-3890000,25.0974,55.1835
AL SHAAB MEDICAL CENTRE (ASTER),DXB,CLINIC,21 C STREET,NEARBY TALAL SUPERMARKET AL SHAAB COLONY,04-2970870,25.2768,55.3371
MEDLITE MEDICAL CENTRE,DXB,CLINIC,,GROUNDFLOOR CBD-2 INTERNATIONAL CITY,04-4585859,25.1679,55.4062
BETTERCARE MEDICAL CENTER LLC,DXB,CLINIC,,GROUNDFLOOR MORROCO CLUSTER J7 S1S2S3& INTERNATIONAL CITY,04-3743338,25.1606,55.4199
DR. SHANIL MEDICAL CENTER L.L.C,DXB,CLINIC,CHINA CLUSTER,C-12SHP.1 G/F,04-4308384,25.1682,55.4148
SUNRISE CARE MEDICAL CENTRE LLC (IMH),DXB,CLINIC,MAKTOUM STREET,208-209; F-2; SH.RASHID BUILDING NR.ALNASR SQ,04-2222271,25.2678,55.3092
SHARE AND CARE MEDICAL CENTER LLC,DXB,CLINIC,DUBAI SILICON OASIS,SILICON CENTRAL MALL BASEMENT 1,04-2802088,25.1123,55.3744
SHARIF EYE CENTER,DXB,CLINIC,,IBN SINA BLDG 27 BLOCK D UNIT 1 DUBAI HEALTHCARE CITY,04-4233664,25.2312,55.3261
NOOR AL SHEFAA PHARMACY-LIFE,DXB,PHARMACY,NAIF ROAD,OPP: NAIF PARK,04-3441122,25.2743,55.3073
BAIT AL SHIFAA NEW PHARMACY (NMC),DXB,PHARMACY,SALAHUDDIN STREET,NEW AL SAFIYA BUILDING OPP.ABU HAIL CENTRE,04-2666464,25.2794,55.3462
AL NOOR SOUTH POLYCLINIC DWC LLC,DXB,CLINIC,,B3 THE PULSE RES. PARK PODIUM DUBAI WORLD TRADE CENTER DUBAI SOUTH,04-4759111,24.9564,55.2236
AL SHIFA PHARMACY (ASTER),DXB,PHARMACY,WALL STREET,IRANIAN SCHOOL,04-3969469,25.2486,55.3035
AL SHIFA UROPI PHARMACY DWC,DXB,PHARMACY,,B3 THE PULSE RES. PODIUM GF DUBAI WORLD TRADE CENTER DUBAI SOUTH,04-4759111,24.9564,55.2236
AL SHIFA UROPI PHARMACY AL NAHDA,DXB,PHARMACY,,ANANAS BLDG. GF SHOP NO. 8 204TH STREET AL NAHDA 2,04-8529529,25.3026,55.3798
AL SHINDAGHA PHARMACY (ASTER),DXB,PHARMACY,SHINDAGHA ROAD,CARRERFOUR,04-3933889,25.2656,55.2874
SHEIKH MANAA BIN HASHER ALMAKTOUM PC,DXB,CLINIC,,AL SHAFAR BUILDING 7 AL WASL ROAD AL SAFA OPP EMIRATES PETROL STATION,04-3420642,25.2142,55.2596
SHOHOB PHARMACY,DXB,PHARMACY,,AL SOOR ROAD AL SOOR STREET AL RAS,04-2255556,25.273,55.2995
IBN SINA 32 PHARMACY (ALPHAMED),DXB,PHARMACY,DISCOVERY GARDENS,IBN BATUTA MALL,04-4233895,25.0447,55.1203
IBN SINA 34 AL WARQAA (ALPHAMED),DXB,PHARMACY,,ASWAAQ AL WARQAA BUILDING,04-2804340,25.1926,55.4102
IBN SINA 40 DUBAI MALL (ALPHAMED),DXB,PHARMACY,DOHA STREET,DUBAI MALL,04-3253410,25.1971,55.2792
BINSINA 43 PHARMACY (ALPHAMED),DXB,PHARMACY,BASRHA 1 BESIDE AZAYA BLDG,AL BARSHA BOUTIQUE BUILDING,04-3950305,25.1066,55.1992
BIN SINA 44 PHARMACY (ALPHAMED),DXB,PHARMACY,SHAIKH ZAYED ROAD,JUMEIRA TOWER NR.ZAROOB RESTURANT JUMEIRAH EMIRATES TOWERS,04-3513249,25.2179,55.2821
BIN SINA 21 PHARMACY (DUBAI) (ALPHAMED),DXB,PHARMACY,UMM RAMOOL,DUBAI FESTIVAL CITY,04-2329757,25.2216,55.3531
BIN SINA EMIRATES PHARMACY (ALPHAMED),DXB,PHARMACY,SHEIKH ZAYED ROAD,MALL OF EMIRATES,04-3410345,25.1473,55.1937
SIRAJUDEEN MEDICAL CENTRE,DXB,CLINIC,STREET # 20B,FIRST FLR JUMBO BUILDINGOPP VEG AND FISH MARKET,04-3345955,25.2376,55.303
SMILE PHARMACY (DR. ISMAIL),DXB,PHARMACY,SONAPUR STREET,ALAWQAF BUILDING 1,04-2646529,25.2737,55.4273
MEDICA ZONE CLINIC,DXB,CLINIC,AL WASL RD.,VILLA NO. 18 AL WASL RD. AL WASL RD.,04-3383100,25.1504,55.2069
MEDICA ZONE PHARMACY,DXB,PHARMACY,AL WASL RD.,VILLA NO. 18 AL WASL RD. AL WASL RD.,04-3383100,25.1502,55.2076
SOUKARE PHARMACY LLC,DXB,PHARMACY,,R2 GF DAMAC XL TOWER UBORA TOWERS MARASI DRIVE BUSINESS BAY,04-5750835,25.1808,55.2677
SPANISH CENTRE LASIK & EYES & COSMETIC L,DXB,CLINIC,,VILLA NO 262 JUMERIAH BEACH ROAD JUMIERAH,04-3434634,25.2088,55.2451
SPECIALIZED MEDICAL AND DENTAL CENTER,DXB,CLINIC,,"AL HUDAIBA AWARDS BUILDING 118, FIRST FLOOR JUMEIRAH",04-3278111,25.3346,55.3757
SPRUCE SUNGLASSES AL GHURAIR,DXB,OPTICS,AL MURAQQABAT DEIRA,AL RIGGA ROAD,04-4220961,25.2682,55.3171
SUNGLASSES TRADING IBN BATUTA MALL,DXB,OPTICS,JEBEL ALI VILLAGE,IBN BATUTA MALL,04-4220961,25.0443,55.1198
SPRUCE SUNGLASSES TRADING FESTIVAL CITY,DXB,OPTICS,OPP ZARA AL KHEERAN,GRD FLR DUBAI FESTIVAL CITY,04-4220961,25.2219,55.3528
SPRUCE SUNGLASSES TRADING MIRDIF CC,DXB,OPTICS,MIRDIF CITY CENTRE,GRD FLR NEAR PARKING P2 SHEIKH MOHAMMED BIN ZAYED ROAD MIRDIF CITY CENTRE,04-4220961,25.2168,55.4079
SPRUCE SUNGLASSES TRADING MOE,DXB,OPTICS,AL BARSHA FIRST,GRD FLR MALL OF EMIRATES,04-4220961,25.1183,55.1998
SPRUCE SUNGLASSES  DUBAI OUTLET MALL,DXB,OPTICS,DUBAI OUTLET MALL,ROUTE 66 ALAIN DUBAI ROAD,04-4220961,25.0706,55.4005
STAR METROPOLIS CLINICAL LABORATORIES &,DXB,LABORATORY,WASL ROAD,OFFICE # 212 2ND FLOOR MARDOOF BUILDING,04-3465268,25.2587,55.2985
STARS PHARMACY,DXB,PHARMACY,SOMALI MASJID STREET,MUSHABA AHMED AL KAHIJI BUILDING,04-2727223,25.2753,55.3137
STAY WELL PHARMACY ( BR OF UNITED MEDICA,DXB,PHARMACY,,1ST FLOOR GALLERIA MALL AL BARSHA 2,04-5261228,25.099,55.2006
STAYWELL PHARMACY SOUK ALKABEER,DXB,PHARMACY,,AL MULLA BUILDING 2 SOUK AL KABEER MEENA BAZAR,04-3273122,25.2719,55.2938
STAYWELL PHARMACY JUMEIRAH,DXB,PHARMACY,,"AMERICAN HOSP CLINIC GALLERIA MALL, AL WASL JUMEIRAH",04-3773869,25.2145,55.2562
DR. SULAIMAN AL HABIB HOSPITAL FZ-LLC,DXB,HOSPITAL,OUD METHA ROAD,BUILDING NO. 55BEHIND WAFI CITY,04-4297777,25.2362,55.3207
SULTAN AL OLAMA MEDICAL CENTER L.L.C (BR,DXB,CLINIC,Al Meydan Road,ASWAAQ MALL FIRST FLOOR AL QOZE,04-3464446,25.159,55.2695
SULTAN AL OLAMA MEDICAL CENTER BARSHA,DXB,CLINIC,,BARSHA MALL AL ASAYEL STREET AL BARSHA SECOND,04 3244446,25.1039,55.2043
SULTAN AL OLAMA MEDICAL CENTER BRANCH,DXB,CLINIC,,THE PAVILION RETAIL NO.8 AL FURJAN,04-4362672,25.0354,55.1541
SULTAN ALOLAMA MEDICAL CENTER BRANCH ICP,DXB,CLINIC,,THE PAVILION INTERNATIONAL CITY FRANCE CLUSTER,04-24452321,25.1683,55.4068
SULTAN AL OLAMA MEDICAL CENTER,DXB,CLINIC,,"MIRDIF CENTRAL BLDG., SHOWROOM1 BEHIND RAK BANK",04-2845778,25.2176,55.4179
SULTAN AL OLAMA MEDICAL CENTER- BR,DXB,CLINIC,,INDIGO CENTRAL 7 OPPOSITE TIMES SQUARE MALL AL MANARA,04-3468686,25.1422,55.2171
SUPERCARE PHARMACY DIP,DXB,PHARMACY,DIP 1 ST,DIP 1 ST,04-8854323,25.0137,55.1602
SUPERCARE PHARMACY 26,DXB,PHARMACY,,EMAAR BOULEVARD,04-4302731,25.1912,55.2702
SUPERCARE PHARMACY 28,DXB,PHARMACY,CRESCENT DR,AL BADIA GOLF CLUB,04-2591134,25.2205,55.3657
SUPERCARE PHARMACY 29,DXB,PHARMACY,,SPINNEYS,04-4561672,25.0826,55.3518
SUPERCARE PHARMACY 31,DXB,PHARMACY,,BURJ AL NUJOOM,04-4305839,25.1912,55.2818
SUPERCARE PHARMACY 38,DXB,PHARMACY,53RD STREET,NEAR SPINNEY'S,04-3504500 Ext.940,25.2227,55.435
SUPERCARE PHARMACY 39,DXB,PHARMACY,,LE GRANDE MALL,04-4218806,25.088,55.1392
SUPERCARE PHARMACY 43,DXB,PHARMACY,KHALID BIN AL WALEED ROAD,BURJUMAN MALL,04-3504500 Ext.618,25.249,55.2859
SUPERCARE PHARMACY 44,DXB,PHARMACY,,MOTOR CITY,04-3504500 Ext.618,25.0467,55.2435
ARABELLA PHARMACY BR-SUPERCARE,DXB,PHARMACY,,SPINNEY'S BLDG,04-3430188,25.1701,55.2284
SUPER CARE PHARMACY ABU HAIL,DXB,PHARMACY,,"SHOP# 04, GROUND FLOOR UNION COOP ABU HAIL",04-3504500,25.2869,55.3237
SUPER CARE PHARMACY LLC BRANCH,DXB,PHARMACY,,Q1 MALL AL WARQA 1 AL WARQA,04-5463325,25.1875,55.4056
SUPERCARE PHARMACY LLC FESTIVAL CITY,DXB,PHARMACY,,"SHOP# 112, GROUND FLOOR FESTIVAL CITY",04-3504679,25.2171,55.3614
SUPER CARE PHARMACY JBR,DXB,PHARMACY,,"SHOP# 3102B, M3-B1 MARSA JUMEIRAH BEACH RESIDENCE",04-3504500,25.0811,55.1406
SUPERCARE PHARMACY LLC ME?AISEM,DXB,PHARMACY,,MEAISEM,04-5897079,25.0408,55.1976
SUPERCARE PHARMACY ARJAN,DXB,PHARMACY,,SHOP 20 THE WINGS PODIUM BLDG. UMM SUQUEM ROAD AL BARSHA SOUTH 3,04-5911650,25.1161,55.3237
SUPERCARE PHARMACY LLC-MOTORCITY,DXB,PHARMACY,,"SHOP# 5, INSIDE WAITROSE, MOTORCITY",04-3504679,25.0412,55.2291
SUPERCARE PHARMACY DUBAI HILLS,DXB,PHARMACY,,SHOP G-074  DUBAI HILLS MALL DUBAI HILLS ESTATE DUBAI HILLS,04-2523639,25.1015,55.2412
SUPERCARE PHARMACY LLC DIFC,DXB,PHARMACY,,SHOP 7 GATE PRECINCT BLDG. 5 ZAABEEL 2 DIFC,04-2358003,25.2142,55.2804
SUPERCARE PHARMACY DMCC,DXB,PHARMACY,,EMIRATES HILL FORTUNE EXECUTIVE TOWER CLUSTER T,04-5525603,25.0795,55.1495
SUPERCARE PHARMACY BR ETIHAD MALL,DXB,PHARMACY,,SHOP 25 ETIHAD MALL AL KHAWANEEJ ST AL MUHAISNAH 1ST,04-2636186,25.2375,55.424
SUPERCARE PHARMACY BR JVC,DXB,PHARMACY,,SHOP 2  SPICA RES. JUMEIRAH VILLAGE CIRCLE AL BARSHA SOUTH 4,04-4581233,25.0656,55.203
SUPERCARE PHARMACY MARSA,DXB,PHARMACY,SHAIKH ZAYED ROAD,SILVERENE MARINA DUBAI MARINA MALL,04-4232850,25.0757,55.1381
SUPERCARE PHARMACY MIRDIF 2,DXB,PHARMACY,53RD STREET,SPINNEYS MIRDIF COMMUNITY CENTER,04-2858222,25.2312,55.4082
SUPERCARE PHARMACY SILICON BRANCH,DXB,PHARMACY,SILICON OASIS,SPINNEYS CEDRE SHOPPING CENTRE,04-3423307,25.1283,55.3967
SUPERCARE PHARMACY UMM SUQEIM 2,DXB,PHARMACY,,DUBAI LONDON SPECIALITY CLINIC JUMEIRAH BEACH ROAD UMM SUQEIM 2,04-2618802,25.1529,55.2015
SUPERCARE PHARMACY WASL SQ,DXB,PHARMACY,WASL ROAD,OPP/UNION COOPERATIVE SOCIETY,04-3884060,25.1795,55.2348
SUPER LIFE PHARMACY L.L.C-LIFE,DXB,PHARMACY,MEADOWS,UNIT NO. GF 32 NEW MEADOWS VILLAGE THE MEADOWS,04-3608800,25.0676,55.1571
SUPER CARE PHARMACY LLC DUBAI MARINA,DXB,PHARMACY,,"SHOP# 2, LIV RESIDENCE BUILDING DUBAI MARINA",04-3504679,25.0811,55.1407
SUPERCARE PHARMACY BR RTA,DXB,PHARMACY,,SHOP 2 RTA BLDG. UMM HURAIR ST. OUD METHA,04-5911617,25.2378,55.3153
SUPER CARE PHARMACY WADI AL SAFA,DXB,PHARMACY,,"SHOP# 14, SERENA MARKET SERENA COMMUNITY WADI AL SAFA 7",04-5488819,25.2106,55.2572
SUSTAINABLE LIFE PHARMACY LLC-LIFE,DXB,PHARMACY,,B-1 THE SUSTAINABLE CITY,04-3441122,25.0305,55.2742
SYED SADIQ GENERAL PRACTITIONER CLINIC,DXB,CLINIC,,AL ROSTAMANI BUILDING LATTIFA BINHAMDAN STRT ALQOUZ IND 3,04-3306781,25.1523,55.2422
SYMBIOSIS MEDICAL CENTRE,DXB,CLINIC,,GF UNIT 31-36 CEDRE VILLAS DUBAI SILICON OASIS,04-3925577 EXT 714,25.1279,55.3968
S Z R LIFE PHARMACY BR OF LIFE PHARMACY,DXB,PHARMACY,,SHOWROOM NO. 2 AL KAWAKEB  SHEIKH ZAYED ROAD,04 5610000,25.2098,55.2753
AL TAIF MEDICAL CENTRE,DXB,CLINIC,NAIF ROAD,#104 HAJI MOHAMMAD MUBARAK BL OPP: WEST HOTEL,04-2222383,25.2741,55.3081
TAJMEEL ROYAL PHARMACY LLC,DXB,PHARMACY,,NEAR TO METROPOLITAN HOTEL UMM AL SHEIF SHEIKH ZAYED ROAD,04-5091020,25.133,55.2128
TAJMEEL ROYAL CLINIC LLC,DXB,CLINIC,,NEAR METROPOLITAN HOTEL UMM AL SHEIF SHEIKH ZAYED ROAD,04-5091010,25.1317,55.2118
TAJ PHARMACY-LIFE,DXB,PHARMACY,DUBAI CREEK RESIDENCE,UNIT NO A001,04-3550552,25.2146,55.3465
DENTAL STUDIO PLUS LLC,DXB,DENTAL,TECOM 1,1ST FLR CAYAN BUSINESS CENTER SAME BLDG WITH SUBWAY TECOM 1,04-3492220,25.0999,55.1756
TARIQ PHARMACY-LIFE,DXB,PHARMACY,,AL BUSTAN CENTRE,04-2635020,25.2746,55.3678
MEDICLINIC CITY HOSPITAL,DXB,HOSPITAL,OUD METHA ROAD,BUILDING 37,04-4359790,25.2306,55.3227
THE CLINIC BY MEDCARE,DXB,CLINIC,,THE MEADOWS VILLAGE AL THANAYAH 4 THE MEADOWS,04-44079175,25.2135,55.2833
THUMBAY PHARMACY DEIRA,DXB,PHARMACY,AL MUTEENA STREET,AL GHURAIR BUILDING,04-3201400,25.2749,55.3265
THYROCARE LABORATORIES,DXB,LABORATORY,,SHOP NO. 6 GF BLOCK D SARAYA AVENUE AL GARHOUD,04-2982155,25.2436,55.3474
TOP MEDICAL CENTER LLC,DXB,CLINIC,,GROSVENOR HOUSE GF TOWER 1 DUBAI MARINA,04-3485452,25.0856,55.1437
TORONTO MEDICAL CENTER LLC,DXB,CLINIC,LATIFA BINT HAMDAN ROAD,FLAT 101 AL ADEEM BLDG. AL KHAIL MALL,055-4693469; 058-9620194,25.1514,55.2432
TOWER CLINIC FZ- LLC,DXB,DENTAL,OUD METHA ROAD,UNIT 104 BLOCK D IBN SINA MEDICAL COMPLEX BUILDING #27,04-3622939;3694990,25.231,55.3257
TOWN COMMUNITY PHARMACY,DXB,PHARMACY,,OPP. CARREFOUR SM WAFI MALL WAFI MALL,04-3547374,25.2453,55.3159
TOWN LIFE PHARMACY LLC-LIFE,DXB,PHARMACY,UPTOWN MIRDIF CENTER,NEAR WELCARE CLINIC AND SPINNEY'S,04-2848355,25.2226,55.4217
TOWN SQUARE LIFE PHARMACY BR OF LIFE PHA,DXB,PHARMACY,,"UNIT NO. 4, GROUND FLOOR TOWN SQUARE",04 5610000,25.0105,55.2894
TRACKS COMMUNITY PHARMACY (CHS),DXB,PHARMACY,UPTOWN APARTMENTS,NEAR SPINNEYS,04-4475828,25.0466,55.2442
TRAM LIFE PHARMACY LLC-LIFE,DXB,PHARMACY,AL NASEEM ST,AL SEEF TOWER 1 BEHIND TAMANI HOTEL,04-5586744,25.0931,55.1495
TRANSFORM SPECIALIST MEDICAL CENTRE LLC,DXB,CLINIC,AL WASL ROAD,218 AL SHAFAR BLDG 7,04-3449997,25.2139,55.2585
BEIJIN TONG REN TANG GULF FZ-LLC,DXB,CLINIC,OUD METHA ROAD,OFFICE #9 GROUND FLOOR BUILDING # 49 IN DISTRICT 8 NEAR DUBAI HEALTHCARE CITY METRO STATION/CITY HOSPITAL,04-4356905,25.2329,55.3222
