SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
1842,SHJ,SHJ,CLINIC,AL DARARY MEDICAL CENTRE,MOH-F-1000492,INDUSTRIAL AREA 1,"INDUSTRIAL AREA 1, SHARJAH,UAE",06-5336176,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%20AREA%201%2C%20SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1843,SHJ,SHJ,CLINIC,DR.ALI SALEEM EL HINDI CLINIC LLC,MOH-F-1000362,INDUSTRIAL AREA,"PO BOX NO.4500, SHARJAH, UNITED ARAB EMIRATES,",06-5746006,https://www.google.com/maps/search/?api=1&query=PO%20BOX%20NO.4500%2C%20SHARJAH%2C%20UNITED%20ARAB%20EMIRATES%2C%2C%20Ajman%2C%20UAE,,,
1844,SHJ,SHJ,CLINIC,ANTONY MEDICAL CENTRE,MOH-F-1000320,AL NABBA,"MUBARAK CENTRE,2ND FLOOR,AL NABBA AREA",06-5630555,https://www.google.com/maps/search/?api=1&query=MUBARAK%20CENTRE%2C2ND%20FLOOR%2CAL%20NABBA%20AREA%2C%20Ajman%2C%20UAE,,,
1845,SHJ,SHJ,CLINIC,HEALTH VISION MEDICAL CENTER LLC,MOH-F-1000033,WASIT,"FLAT # 111, ZUBAIR REAL ESTATE BUILDING, EMIRATES ISLAMIC BANK & ADIB BUILDING, FIRST FLOOR, WASIT SHARJAH",06-5959400,https://www.google.com/maps/search/?api=1&query=FLAT%20%23%20111%2C%20ZUBAIR%20REAL%20ESTATE%20BUILDING%2C%20EMIRATES%20ISLAMIC%20BANK%20%26%20ADIB%20BUILDING%2C%20FIRST%20FLOOR%2C%20WASIT%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1846,SHJ,SHJ,CLINIC,SANA HABIB MEDICAL CENTRE,MOH-F-1000361,KING FAISAL STREET,CG MALL KING FAISAL STREET SHARJAH,06-5396566,https://www.google.com/maps/search/?api=1&query=CG%20MALL%20KING%20FAISAL%20STREET%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1847,SHJ,SHJ,CLINIC,AL NASEEM MEDICAL CENTRE LLC,MOH-F-1000634,AL WAHDA STREET,"AL WAHDA BUILDING 2 , M106 , FIRST FLOOR  , AL WAHDA STREET, SHARJAH, UAE",06-5691000,https://www.google.com/maps/search/?api=1&query=AL%20WAHDA%20BUILDING%202%20%2C%20M106%20%2C%20FIRST%20FLOOR%20%20%2C%20AL%20WAHDA%20STREET%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1848,SHJ,SHJ,CLINIC,BHATIA MEDICAL CENTRE LLC,MOH5569,ROLLA,"BHATIA MEDICAL CENTRE BUILDING, ROLLA , BANK STREET, OPPOSITE MAJID PHARMACY",06-5753888,https://www.google.com/maps/search/?api=1&query=BHATIA%20MEDICAL%20CENTRE%20BUILDING%2C%20ROLLA%20%2C%20BANK%20STREET%2C%20OPPOSITE%20MAJID%20PHARMACY%2C%20Ajman%2C%20UAE,,,
1849,SHJ,SHJ,CLINIC,BHATIA MUWAILEH MEDICAL CENTRE LLC,7953,SHARJAH," JASSIM #3 BUILDING, MUWAILEH COMMERCIAL, BEHIND DUBAI ISLAMIC BANK , SHARJAH",06-5578772,https://www.google.com/maps/search/?api=1&query=JASSIM%20%233%20BUILDING%2C%20MUWAILEH%20COMMERCIAL%2C%20BEHIND%20DUBAI%20ISLAMIC%20BANK%20%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1850,SHJ,SHJ,CLINIC,DOOA  MEDICAL CLINIC,MOH-F-1000230,HAMRIYAH,NEAR  EMIRATES  POST/ HAMRIYAH  FREE  ZONE  PHASE 1,050-2068125,https://www.google.com/maps/search/?api=1&query=NEAR%20%20EMIRATES%20%20POST/%20HAMRIYAH%20%20FREE%20%20ZONE%20%20PHASE%201%2C%20Ajman%2C%20UAE,,,
1851,SHJ,SHJ,CLINIC,SAM SPECIALIST MEDICAL CENTRE,MOH-F-1000440,AL MAJAZ 1,"FLAT 1401 AL NAKHEEL TOWER, BUHAIRAH CORNICHE AL MAJAZ 1, SHARJAH, UAE",06-574 4664,https://www.google.com/maps/search/?api=1&query=FLAT%201401%20AL%20NAKHEEL%20TOWER%2C%20BUHAIRAH%20CORNICHE%20AL%20MAJAZ%201%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1852,SHJ,SHJ,CLINIC,ABRAHAMS MEDICAL CENTRE,MOH-F-1000184,ROLLA,"303, ROLLA TOWER BUILDING - AL ZAHRA'A ST - AL SHARJAH, PO BOX-3079",06-5612737,https://www.google.com/maps/search/?api=1&query=303%2C%20ROLLA%20TOWER%20BUILDING%20-%20AL%20ZAHRA%27A%20ST%20-%20AL%20SHARJAH%2C%20PO%20BOX-3079%2C%20Ajman%2C%20UAE,,,
1853,SHJ,SHJ,CLINIC,AL AMUMAH MEDICAL CENTER,MOH-F-1000219,NEAR SHARJAH POST OFFICE,"FIRST FLOOR - NEW INVESTMENT BUILDING,  NEAR SHARJAH POST OFFICE, IRANI MARKET",06-5667661,https://www.google.com/maps/search/?api=1&query=FIRST%20FLOOR%20-%20NEW%20INVESTMENT%20BUILDING%2C%20%20NEAR%20SHARJAH%20POST%20OFFICE%2C%20IRANI%20MARKET%2C%20Ajman%2C%20UAE,,,
1854,SHJ,SHJ,CLINIC,CARE MEDICAL CENTRE(IMARA GR),MOH-F-1000254,SHAHABA,SHAHABA SHARJAH,06-5455501,https://www.google.com/maps/search/?api=1&query=SHAHABA%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1855,SHJ,SHJ,CLINIC,IDEAL MEDICAL CENTER,MOH-F-1000048,ROLLA,"1ST FLOOR,MALABAR GOLD BUILDING,ROLLA",06-5623844,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2CMALABAR%20GOLD%20BUILDING%2CROLLA%2C%20Ajman%2C%20UAE,,,
1856,SHJ,SHJ,CLINIC,AL SABAH MEDICAL CENTRE LLC(HNC GROUP),MOH-F-1000222,MUWAILAH,"1ST FLOOR,AL BHAKITH BUILDING,MUWAILAH ,SHARJAH, NEAR SHARJAH NATIONAL PAINTS, P.O. BOX: 78431",06-531 5001,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2CAL%20BHAKITH%20BUILDING%2CMUWAILAH%20%2CSHARJAH%2C%20NEAR%20SHARJAH%20NATIONAL%20PAINTS%2C%20P.O.%20BOX%3A%2078431%2C%20Ajman%2C%20UAE,,,
1857,SHJ,SHJ,CLINIC,GOOD HEALTH SPECIALIZED MEDICAL CENTRE,MOH-F-1000050,AL NAHDA,"GROUND FLOOR, SANA BUILDING , AL WAHDA STREET, NEAR SHARJAH CITY CENTER, SHARJAH
                 ",06-5541600,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20SANA%20BUILDING%20%2C%20AL%20WAHDA%20STREET%2C%20NEAR%20SHARJAH%20CITY%20CENTER%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1858,SHJ,SHJ,CLINIC,EVE MEDICAL CENTRE LLC(SHJ),MOH-F-1000526,AL FAHYA STREET,"OPPOSITE OF NMC MAYSALOON, AL FAYHA STREET, VILLA 159, SHARJAH, UAE ",06-5210100,https://www.google.com/maps/search/?api=1&query=OPPOSITE%20OF%20NMC%20MAYSALOON%2C%20AL%20FAYHA%20STREET%2C%20VILLA%20159%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1859,SHJ,SHJ,CLINIC,VENNIYIL MEDICAL CENTRE,MOH-F-1000026,CORNICH,"1ST FLOOR,INVESTMENT BLDG.AL SHUWAIHEEN AREA, CORNICH ROAD,SHARJAH",06-5682258,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2CINVESTMENT%20BLDG.AL%20SHUWAIHEEN%20AREA%2C%20CORNICH%20ROAD%2CSHARJAH%2C%20Ajman%2C%20UAE,,,
1860,SHJ,SHJ,CLINIC,REEM SPECIALIST MEDICAL CENTRE -ROLLA SHARJAH,MOHI126,SHARJAH,"1ST FLOOR, OLD UAE EXCHANGE BLDG, ROLLA SQUARE, ROLLA, P.O.BOX: 21764",06-5625422,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2C%20OLD%20UAE%20EXCHANGE%20BLDG%2C%20ROLLA%20SQUARE%2C%20ROLLA%2C%20P.O.BOX%3A%2021764%2C%20Ajman%2C%20UAE,,,
1861,SHJ,SHJ,CLINIC,REEM AL NAHDA MEDICAL CENTRE,MOHM2265,AL NAHDA,AL SHAIBA BLDNG FLAT 101 OPP CARREFOUR,06-5302464,https://www.google.com/maps/search/?api=1&query=AL%20SHAIBA%20BLDNG%20FLAT%20101%20OPP%20CARREFOUR%2C%20Ajman%2C%20UAE,,,
1862,SHJ,SHJ,CLINIC,ASTER AL NAHDA -SHARJAH,MOH6764,AL ITTIHAD ROAD,"GROUND FLOOR, GOLDEN SANDS BUILDING,NEAR SAFEER MALL, AL ITTIHAD ROAD,POB.27127.SHARJAH,UAE",06-5267111,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20GOLDEN%20SANDS%20BUILDING%2CNEAR%20SAFEER%20MALL%2C%20AL%20ITTIHAD%20ROAD%2CPOB.27127.SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1863,SHJ,SHJ,CLINIC,ASTER MEDICAL CENTRE-ABU TINA,MOH6968,ABUTINA,"SHAIKH MAJID BIN SAUD BIN KHALID BUILDING, GROUND FLOOR, SHOP NO:1 &2,AL SHARQ STREET NO - 103, SHARJAH ABUTINA.",06-5619045,https://www.google.com/maps/search/?api=1&query=SHAIKH%20MAJID%20BIN%20SAUD%20BIN%20KHALID%20BUILDING%2C%20GROUND%20FLOOR%2C%20SHOP%20NO%3A1%20%262%2CAL%20SHARQ%20STREET%20NO%20-%20103%2C%20SHARJAH%20ABUTINA.%2C%20Ajman%2C%20UAE,,,
1864,SHJ,SHJ,CLINIC,ASTER MEDICAL CENTRE-ABUSHAGARA,MOH6984,ABU SHAGARA,"ASTER BUILDING, GROUND FLOOR, SHOP NO:1, NEAR ABU SHAGARA PARK, ABU SHAGARA",06-5568225,https://www.google.com/maps/search/?api=1&query=ASTER%20BUILDING%2C%20GROUND%20FLOOR%2C%20SHOP%20NO%3A1%2C%20NEAR%20ABU%20SHAGARA%20PARK%2C%20ABU%20SHAGARA%2C%20Ajman%2C%20UAE,,,
1865,SHJ,SHJ,CLINIC,ASTER MUWAILEH MEDICAL CENTER,MOH-F-1000553,MUWAILEH,MUWAILEH - BH STREET SH.MOHAMED BIN ZAYED,06-5358027,https://www.google.com/maps/search/?api=1&query=MUWAILEH%20-%20BH%20STREET%20SH.MOHAMED%20BIN%20ZAYED%2C%20Ajman%2C%20UAE,,,
1866,SHJ,SHJ,CLINIC,ACCESS AL ROLLA MEDICAL CENTRE,MOH6765,ROLLA,"ADNIC TOWER, GROUND 1,2,3, IBRAHIM MOHAMMAD AL MEDFA'A, UM AL TARAFA, OPPOSITE UNION NATIONAL BANK, PO BOX 33556",06-5612050,https://www.google.com/maps/search/?api=1&query=ADNIC%20TOWER%2C%20GROUND%201%2C2%2C3%2C%20IBRAHIM%20MOHAMMAD%20AL%20MEDFA%27A%2C%20UM%20AL%20TARAFA%2C%20OPPOSITE%20UNION%20NATIONAL%20BANK%2C%20PO%20BOX%2033556%2C%20Ajman%2C%20UAE,,,
1867,SHJ,SHJ,CLINIC,ACCESS CLINIC MUWEILAH,MOH2812,MUWEILAH,MUWEILAH NEAR NATIONAL PAINTS,06-5359933,https://www.google.com/maps/search/?api=1&query=MUWEILAH%20NEAR%20NATIONAL%20PAINTS%2C%20Ajman%2C%20UAE,,,
1868,SHJ,SHJ,CLINIC,AL YAMAMAH MEDICAL CENTRE,MOH6211,IND AREA-10,"INDUSTRIAL ARE 10, SHARJAH",06 5352160,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%20ARE%2010%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1869,SHJ,SHJ,CLINIC,ZAFERULLA MEDICAL CENTRE,MOH-F-1000157,NATIONAL PAINTS,"INDUSTRIAL ARE 11, SHARJAH",06 5443080,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%20ARE%2011%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1870,SHJ,SHJ,CLINIC,AL BANNA MEDICAL CENTERE,MOH-F-1000228,INDUSTRIAL AREA 12,"0 FLOOR, AL THURAYA BLDG",06-5327228,https://www.google.com/maps/search/?api=1&query=0%20FLOOR%2C%20AL%20THURAYA%20BLDG%2C%20Ajman%2C%20UAE,,,
1871,SHJ,SHJ,CLINIC,ALNOOR ALNAHDA POLY CLINIC L.L.C (FORMERLY AL SHIFA AL UROPI MEDICAL CENTER LLC),MOH6662,AL NAHDA,"AL NAHDA,SHARJAH,UAE",06-5376969,https://www.google.com/maps/search/?api=1&query=AL%20NAHDA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1872,SHJ,SHJ,CLINIC,AL SHIFA AL KHALEEJI MEDICAL CENTRE(SHJ),MOH-F-1000418,CATERPILLAR ROAD,"INDUSTRAIL AREA NO. 2, CATERPILLAR ROAD, OPPOSITE TO ADNOC PETROL STATION NEXT TO DYNATRADE SERVICE CENTER, SHARJAH",06-5328558,https://www.google.com/maps/search/?api=1&query=INDUSTRAIL%20AREA%20NO.%202%2C%20CATERPILLAR%20ROAD%2C%20OPPOSITE%20TO%20ADNOC%20PETROL%20STATION%20NEXT%20TO%20DYNATRADE%20SERVICE%20CENTER%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1873,SHJ,SHJ,CLINIC,AL FAIEZ MEDICAL CENTRE(AL- SHAMS GROUP),MOH-F-1000063,AL MADAM,"PO. BOX 25474 HOWAIDHEN BLDG, FLOOR 1, FLAT 101-104, HATTA ROAD, AL MADAM, SHARJAH",06-8861202,https://www.google.com/maps/search/?api=1&query=PO.%20BOX%2025474%20HOWAIDHEN%20BLDG%2C%20FLOOR%201%2C%20FLAT%20101-104%2C%20HATTA%20ROAD%2C%20AL%20MADAM%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1874,SHJ,SHJ,CLINIC,AL FURQAN MEDICAL CENTRE,MOH-F-1000065,IND AAREA -11,"PO. BOX 48431, M- 2179, FLOOR 1, SALEM SAEED OMAI AL JABERI BLDG, INDUSTRIAL AREA 11SHARJAH",06-5353868,https://www.google.com/maps/search/?api=1&query=PO.%20BOX%2048431%2C%20M-%202179%2C%20FLOOR%201%2C%20SALEM%20SAEED%20OMAI%20AL%20JABERI%20BLDG%2C%20INDUSTRIAL%20AREA%2011SHARJAH%2C%20Ajman%2C%20UAE,,,
1875,SHJ,SHJ,CLINIC,AL SHAMS AL JADEED MEDICAL CENTRE,MOH-F-1000061,IND AREA-5,"PO. BOX 25686, WAHID SALIM BLDG, FLOOR M, FLAT M6, DOUBLE COLA ROAD, INDUSTRIAL AREA 5, SHARJAH",06-5397539,https://www.google.com/maps/search/?api=1&query=PO.%20BOX%2025686%2C%20WAHID%20SALIM%20BLDG%2C%20FLOOR%20M%2C%20FLAT%20M6%2C%20DOUBLE%20COLA%20ROAD%2C%20INDUSTRIAL%20AREA%205%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1876,SHJ,SHJ,CLINIC,AL SHAMS MEDICAL CENTRE-AREA 3 SHJ,MOH-F-1000060,CATERPILLAR ROAD,"PO. BOX 34792, SHIHAB SULAIMAN BLDG, FLAT 113-115, CATERPILLAR AREA ROAD, AREA 3, SHARJAH",06-5424255,https://www.google.com/maps/search/?api=1&query=PO.%20BOX%2034792%2C%20SHIHAB%20SULAIMAN%20BLDG%2C%20FLAT%20113-115%2C%20CATERPILLAR%20AREA%20ROAD%2C%20AREA%203%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1877,SHJ,SHJ,CLINIC,AL KANARY MEDICAL CENTRE L.L.C,MOH-F-1000062,MUWLEIH,"FATHIMA SAIF BLDG, SHOPS 7/8 EMIRATES ROAD, NATIONAL PAINTS R/A, MUWLEIH COMMERCIAL, SHARJAH, PO 60936",06-534 4439,https://www.google.com/maps/search/?api=1&query=FATHIMA%20SAIF%20BLDG%2C%20SHOPS%207/8%20EMIRATES%20ROAD%2C%20NATIONAL%20PAINTS%20R/A%2C%20MUWLEIH%20COMMERCIAL%2C%20SHARJAH%2C%20PO%2060936%2C%20Ajman%2C%20UAE,,,
1878,SHJ,SHJ,CLINIC,AL SEYOUH MEDICAL CENTER,MOH-F-1000758,INDUSTRIAL AREA 4,"NEAR GIFT MART, SHARJAH INDUSTRIAL AREA 4, SHARJAH, UAE",06-5594836,https://www.google.com/maps/search/?api=1&query=NEAR%20GIFT%20MART%2C%20SHARJAH%20INDUSTRIAL%20AREA%204%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1879,SHJ,SHJ,CLINIC,AL QASIMIAH MEDICAL CLINIC,MOH-F-1000313,AL SAJJA,"NEAR SHARJAH CEMENT FACTORY, ALI MOOSA BUILDING, SAJJA INDUSTRIAL AREA",06-5310050,https://www.google.com/maps/search/?api=1&query=NEAR%20SHARJAH%20CEMENT%20FACTORY%2C%20ALI%20MOOSA%20BUILDING%2C%20SAJJA%20INDUSTRIAL%20AREA%2C%20Ajman%2C%20UAE,,,
1880,SHJ,SHJ,CLINIC,AL RAHAH MEDICAL CENTRE,MOH-F-1000002,IND AREA-2,"INDUSTRIAL AREA 2, SHARJAH",06-5425260,https://www.google.com/maps/search/?api=1&query=INDUSTRIAL%20AREA%202%2C%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1881,SHJ,SHJ,CLINIC,YAS MEDICAL CENTER LLC,MOH-F-1000194,SAJJA,"NEAR LULU INTERNATIONAL EXCHANGE, SAJJA INDUSTRIAL AREA",06-5361258,https://www.google.com/maps/search/?api=1&query=NEAR%20LULU%20INTERNATIONAL%20EXCHANGE%2C%20SAJJA%20INDUSTRIAL%20AREA%2C%20Ajman%2C%20UAE,,,
1882,SHJ,SHJ,CLINIC,SABAH AL NOOR MEDICAL CENTRE,MOH5895,ABU SHAGARA,"M2 ,A BLOCK,M FLOOR,MR BAKER BUILDING,KING FAISAL ROAD,ABU SHAGARA,SHARJAH",050-3719090,https://www.google.com/maps/search/?api=1&query=M2%20%2CA%20BLOCK%2CM%20FLOOR%2CMR%20BAKER%20BUILDING%2CKING%20FAISAL%20ROAD%2CABU%20SHAGARA%2CSHARJAH%2C%20Ajman%2C%20UAE,,,
1883,SHJ,SHJ,CLINIC,AL MALIHA MEDICAL CENTRE,MOH5882,AL DHAID,"OPPOSITE ETISALAT, AL DHAID,SHARJAH.U.A.E.",06-8823334,https://www.google.com/maps/search/?api=1&query=OPPOSITE%20ETISALAT%2C%20AL%20DHAID%2CSHARJAH.U.A.E.%2C%20Ajman%2C%20UAE,,,
1884,SHJ,SHJ,CLINIC,AL AHLIA REGIONAL MEDICAL CENTRE,MOH-F-1000153,AL MINA ROAD,"ABUSHAGA,SHARJAH,UAE",06-5621700,https://www.google.com/maps/search/?api=1&query=ABUSHAGA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1885,SHJ,SHJ,CLINIC,SHAMAL AL AHALIA MEDICAL CENTRE,MOH6879,SHEIKH ZAYED STREET,"SHEIKH ZAYED STREET, NEAR CLOCK TOWER, OPP.KALYAN SILKS",06-5744529,https://www.google.com/maps/search/?api=1&query=SHEIKH%20ZAYED%20STREET%2C%20NEAR%20CLOCK%20TOWER%2C%20OPP.KALYAN%20SILKS%2C%20Ajman%2C%20UAE,,,
1886,SHJ,SHJ,CLINIC,FIRST GULF MEDICAL CENTER-MUWAILAH-(ADVANCED GROUP),MOH-F-1000614,NATIONAL PAINT,"FLAT NO: 102, 1ST FLOOR, AL REEM BUILDING II MUWAILAH, NEAR NATIONAL PAINTS, MALIHA ROAD, SHARJAH - UAE",06-5347573,https://www.google.com/maps/search/?api=1&query=FLAT%20NO%3A%20102%2C%201ST%20FLOOR%2C%20AL%20REEM%20BUILDING%20II%20MUWAILAH%2C%20NEAR%20NATIONAL%20PAINTS%2C%20MALIHA%20ROAD%2C%20SHARJAH%20-%20UAE%2C%20Ajman%2C%20UAE,,,
1887,SHJ,SHJ,CLINIC,ACCESS AL SAJAA CLINIC,MOH-F-1000670,AL SAJAA,"GROUND FLOOR, AL SAJAA SHOPPING CENTRE, FLOOR NO. 25 & 26, AL SAJAA INDUSTRIALAREA, PO. BOX : 33556, SHARJAH, UAE",06 7678795,https://www.google.com/maps/search/?api=1&query=GROUND%20FLOOR%2C%20AL%20SAJAA%20SHOPPING%20CENTRE%2C%20FLOOR%20NO.%2025%20%26%2026%2C%20AL%20SAJAA%20INDUSTRIALAREA%2C%20PO.%20BOX%20%3A%2033556%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1888,SHJ,SHJ,CLINIC,DOCTORS MEDICAL CENTRE LLC,MOH-F-1000274,ROLLA,"ADCB BULIDING, FLAT - 5 & 6TH FLOOR,MEENA ROAD,NEAR SHRJAH CENTRAL POST OFFICE, ROLLA",06-5632100,https://www.google.com/maps/search/?api=1&query=ADCB%20BULIDING%2C%20FLAT%20-%205%20%26%206TH%20FLOOR%2CMEENA%20ROAD%2CNEAR%20SHRJAH%20CENTRAL%20POST%20OFFICE%2C%20ROLLA%2C%20Ajman%2C%20UAE,,,
1889,SHJ,SHJ,CLINIC,UNICARE MEDICAL CENTRE LLC,MOH-F-1000416,CLOCK TOWER,"AL SHAMSI BUILDING, AL ZAHRA STREET,102 & 103, 1ST FLOOR,OPPOSITE AL ZAHRA HOSPITAL,NEAR CLOCK TOWER.",06-5630313,https://www.google.com/maps/search/?api=1&query=AL%20SHAMSI%20BUILDING%2C%20AL%20ZAHRA%20STREET%2C102%20%26%20103%2C%201ST%20FLOOR%2COPPOSITE%20AL%20ZAHRA%20HOSPITAL%2CNEAR%20CLOCK%20TOWER.%2C%20Ajman%2C%20UAE,,,
1890,SHJ,SHJ,CLINIC,INARA MEDICAL CENTER,MOH-F-1000679,AL SAJAA,"AL SAJAA INDUSTRIAL AREA, SHARJAH,UAE",06-7676177,https://www.google.com/maps/search/?api=1&query=AL%20SAJAA%20INDUSTRIAL%20AREA%2C%20SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1891,SHJ,SHJ,CLINIC,LIFELINE MEDICAL CENTRE(FORMERLY DR ASHOK MENON MEDICAL CENTER),MOH-F-1000032,ABU SHAGARA,"ABU SHAGARA, CITY TOWER BLDG. FLAT NO. 11, NEAR PRIME TOWER HOTEL, KING FAISAL ST., ABU SHAGARA,SHARJAH,UAE",06-553 0557,https://www.google.com/maps/search/?api=1&query=ABU%20SHAGARA%2C%20CITY%20TOWER%20BLDG.%20FLAT%20NO.%2011%2C%20NEAR%20PRIME%20TOWER%20HOTEL%2C%20KING%20FAISAL%20ST.%2C%20ABU%20SHAGARA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1892,SHJ,SHJ,CLINIC,AL AMANAH MEDICAL CENTER LLC,MOH-F-1000369,AL NABBA,"SUITE 308, 3 RD FLOOR, AL MUBARAK CENTER, AL NABBA, SHARJAH, UAE",06-5615545,https://www.google.com/maps/search/?api=1&query=SUITE%20308%2C%203%20RD%20FLOOR%2C%20AL%20MUBARAK%20CENTER%2C%20AL%20NABBA%2C%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1893,SHJ,SHJ,CLINIC,SAHARA MEDICAL CENTRE L.L.C,MOH-F-1000289,GANDA TOWER,"SHOP NO 4,GANDA TOWER,3RD STREET, AL NAHDA SHARJAH, UAE",06-5318887,https://www.google.com/maps/search/?api=1&query=SHOP%20NO%204%2CGANDA%20TOWER%2C3RD%20STREET%2C%20AL%20NAHDA%20SHARJAH%2C%20UAE%2C%20Ajman%2C%20UAE,,,
1894,SHJ,SHJ,CLINIC,RAYHAN GULF MEDICAL CENTER LLC,MOH-F-1000734,ABU SHAGARA,"1ST FLOOR, SHJ COOP, ABU SHAGARA,SHARJAH,UAE",06-5454388,https://www.google.com/maps/search/?api=1&query=1ST%20FLOOR%2C%20SHJ%20COOP%2C%20ABU%20SHAGARA%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1895,SHJ,SHJ,CLINIC,ISHAQ BIN OMRAN MEDICAL CENTER LLC,MOH-F-1000197,AL QASIMI STREET,"IBO MEDICAL CENTER BUILDING,SHEIKH SALEM AL QASSIMI ST. AL QARAYEN – SHARJAH
",06-5180800,https://www.google.com/maps/search/?api=1&query=IBO%20MEDICAL%20CENTER%20BUILDING%2CSHEIKH%20SALEM%20AL%20QASSIMI%20ST.%20AL%20QARAYEN%20%E2%80%93%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1896,SHJ,SHJ,CLINIC,MODERN HEALTHCARE CENTER LLC,MOH-F-1000732,AL QASIMI STREET,"SW2 BUILDING -3114-KHALED BIN SULTAN AL QASIMI STREET-ALEF COMMUNITY,MUWEILAH COMMERCIAL-SHARJAH,UAE",06-5041200,https://www.google.com/maps/search/?api=1&query=SW2%20BUILDING%20-3114-KHALED%20BIN%20SULTAN%20AL%20QASIMI%20STREET-ALEF%20COMMUNITY%2CMUWEILAH%20COMMERCIAL-SHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1897,SHJ,SHJ,CLINIC,SADAF AL SAJAH MEDICAL CENTRE,MOH-F-1000777,"SAJAH INDUSTRIAL AREA,SAJAH","AHMED AL MULLA BUILDING, FLAT NO-3,4 & 5, SAJAH INDUSTRIAL AREA,SAJAH,SHARJAH,UAE",06-7151998,https://www.google.com/maps/search/?api=1&query=AHMED%20AL%20MULLA%20BUILDING%2C%20FLAT%20NO-3%2C4%20%26%205%2C%20SAJAH%20INDUSTRIAL%20AREA%2CSAJAH%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1898,SHJ,SHJ,CLINIC,HAPPY WAY MEDICAL CENTER,MOH-F-1000672,ZAM ZAM REST ,"3RD FLOOR,THE RESIDENCE 7 BUILDING,OPP.ZAM ZAM REST ROLLA STREET,SHARJAH,UAE",06-5307069,https://www.google.com/maps/search/?api=1&query=3RD%20FLOOR%2CTHE%20RESIDENCE%207%20BUILDING%2COPP.ZAM%20ZAM%20REST%20ROLLA%20STREET%2CSHARJAH%2CUAE%2C%20Ajman%2C%20UAE,,,
1899,SHJ,SHJ,CLINIC,FAMILY STAR MEDICAL CENTRE,MOH-F-1000798,ABU SHAGARA,BESIDE SEVEN STARS SOLANKI  BUILDING - ABU SHAGHARA - SHARJAH,06-7151858,https://www.google.com/maps/search/?api=1&query=BESIDE%20SEVEN%20STARS%20SOLANKI%20%20BUILDING%20-%20ABU%20SHAGHARA%20-%20SHARJAH%2C%20Ajman%2C%20UAE,,,
1900,SHJ,SHJ,CLINIC,AL MAHABAH CLINIC,MOH-F-1000837,SAJJA,"JAMIA MASJID COMPLEX, OFFICE NO. 101,  SAJJA SHARJAH",050-8775876,https://www.google.com/maps/search/?api=1&query=JAMIA%20MASJID%20COMPLEX%2C%20OFFICE%20NO.%20101%2C%20%20SAJJA%20SHARJAH%2C%20Ajman%2C%20UAE,,,
