Index,P,PROVIDER TYPE,PROVIDER NAME,AREA,ADDRESS,TELEPHONE,lat,lon,formatted,confidence,attribution
1677,AUH,PHARMACY,ROYAL INTERNATIONAL PHARMACY,AL MAFRAQ WORKERS VILLAGE,"AL MAFRAQ WORKERS VILLAGE NO. 1 ABU DHABI, UAE",02-5833735,,,,verified,ox-alpha via OpenRouter
1678,AUH,PHARMACY,BUPA PHARMACY SOLE PROPRIETORSHIP L.L.C ,HAMDAN BIN MOHAMMED,"GROUND FLOOR, FOTOUH AL KHAIR MALL SHEIKH RASHID BIN SAEED ST - HAMDAN BIN MOHAMMED ST - E3-01 - ABU DHABI",050-4280964,,,,verified,ox-alpha via OpenRouter
1679,AUH,PHARMACY,SHARMIN AKTER PHARMACY LLC,WORKERS CITY 2,"G20, 21 PARCO MALL MAFRAQ WORKER CITY 2 ABU DHABI UAE",02-5828077,,,,verified,ox-alpha via OpenRouter
1680,AUH,PHARMACY,MED DOC PHARMACY L.L.C O.P.C,AL ZAHIYAH ST,"ARABIAN GULF TOWER, 53, AL ZAHIYAH ST, AL ZAHIYAH, ABU DHABI 22211",02 -6428605,,,,verified,ox-alpha via OpenRouter
1681,AUH,PHARMACY,MAX GRAND PHARMACY - SOLE PROPRIETORSHIP L.L.C.,MUSAFFAH,"VILLAGE MALL, MUSAFFAH INDUSTRIAL, SHOP NO.18, ABU DHABI, UAE",02-8820849,,,,verified,ox-alpha via OpenRouter
1682,AUH,PHARMACY,AL DIYAFA PHARMACY,HAMDAN CENTER,"SHOP NO: 4, BEHIND HAMDAN CENTER, ABU DHABI, UNITED ARAB EMIRATES",02-6434325,,,,verified,ox-alpha via OpenRouter
1683,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC - BRANCH 10,BANIYAS EAST,"BANIYAS EAST , AL MUWAILI ST BEHIND BIN HAMODA MOSUQ ABD,ABU DHABI,UAE",02-5464318,,,,verified,ox-alpha via OpenRouter
1684,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC - BRANCH 13,AL SAYYAR ST,"AL BAHIA ABU DUBAI ROAD AL SAYYAR ST,ABU DHABI,UAE",02-5646364,,,,verified,ox-alpha via OpenRouter
1685,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 12,AL FALAH CITY,"AL FALAH CITY - VILLAGE 1,",02-6746989,,,,verified,ox-alpha via OpenRouter
1686,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 15,BANIYAS,BAWABAT AL SHARQ MALL-BANIYAS-AUH,02-5851992,,,,verified,ox-alpha via OpenRouter
1687,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 18,AL NAHYAN AL MARSA ST,DUSIT THANI-YAS MEDICAL SENTER -AL NAHYAN-AL MARSA ST AUH,02-5852625,,,,verified,ox-alpha via OpenRouter
1688,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 2,BANIYAS ST,BANIYAS ST. BESIDE COOPERATIVE SOCIETY,02-5834451,,,,verified,ox-alpha via OpenRouter
1689,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 3,SHABIA KHALIFA,SHABIA KHALIFA-SECTOR#10(MUSSAFAH),02-5527070,,,,verified,ox-alpha via OpenRouter
1690,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 4,KHALIDIA STREET,KHALIDIA STREET,02-6666427,,,,verified,ox-alpha via OpenRouter
1691,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 5,SECTOR #11(MUSSAFAH),SHABIA KHALIFA-SECTOR #11(MUSSAFAH),02-5530036,,,,verified,ox-alpha via OpenRouter
1692,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 6,KHALIDIA ST,BEHIND LEBANESE RESTAU.AL KHALIDIA ST.,02-6668798,,,,verified,ox-alpha via OpenRouter
1693,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 7, AIRPORT ROAD,"CARREFOUR CENTRE,  AIRPORT ROAD. ABU DHABI",02-4494209,,,,verified,ox-alpha via OpenRouter
1694,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 8,BANIYAS ST,BANIYAS ST. BESIDE COMMERCIAL BANK AD,02-5822180,,,,verified,ox-alpha via OpenRouter
1695,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC BRANCH 9,KHALIFA CITY,KHALIFA CITY ABU DHABI AL BANDAR AREA,02-5577611,,,,verified,ox-alpha via OpenRouter
1696,AUH,PHARMACY,HEALTH FIRST PHARMACY LLC,SADYAT ISLAND,"SAINT REDGIS RESORT - SADYAT ISLAND, ABU DHABI, UAE",02-6219720,,,,verified,ox-alpha via OpenRouter
1697,AUH,PHARMACY,BURJEEL JUDICIARY PHARMACY LLC, AL RAWDAH," AL RAWDAH- W58- ABU DHABI, UAE",80055,,,,verified,ox-alpha via OpenRouter
1698,AUH,PHARMACY,BURJEEL PHARMACY FORSAN CENTRAL MALL L.L.C.,KHALIFA CITY - SECTOR 3,"FORSAN CENTRAL MALL - KHALIFA CITY - SECTOR 33 - ABU DHABI, UAE",02-5570123,,,,verified,ox-alpha via OpenRouter
1699,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C - BRANCH,KHALIFA CITY A2,"KHALIFA CITY A2, MARKET AREA, BUILDING C6 ABU DHABI, UAE",02-5562421,,,,verified,ox-alpha via OpenRouter
1700,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C.,AL SARAY STREET,"AL SARAY STREET AL DHAFRA MALL FLOOR UGF 27 AL DHAFRA REGION, WESTERN REGION OF ABU DHABI, UAE",02-8848989,,,,verified,ox-alpha via OpenRouter
1701,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH SHABIA,SHABIA-9,"SHABIA-9, NEAR LLH MEDICAL CENTRE-MUSAFFAH, SHABIA-9-GROUNF FLOOR, ABU DHABI, UAE",02-6412019,,,,verified,ox-alpha via OpenRouter
1702,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-MAZYAD MALL,MAZYAD MALL,"MAZYAD MALL, MUSAFFAH COMMERCIAL, MAZYAD MALL-GROUND FLOOR, ABU DHABI, UAE",02-5534848,,,,verified,ox-alpha via OpenRouter
1703,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH AL DHAFRA,MADINAT ZAYED,"AL DHAFRA SPORTS CLUB BUILDING, BESIDE BURJEEL OASIS MEDICAL CENTRE, MADINAT ZAYED, WESTERN REGION, GROUND FLOOR, ABU DHABI, UAE",02-5567933,,,,verified,ox-alpha via OpenRouter
1704,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-MUSHRIF MALL,MUSHRIF MALL,"MUSHRIF MALL, NEAR LULU HYPER MARKET, MUSHRIF MALL-2ND FLOOR, AIRPORT ROAD, ABU DHABI, UAE",02-4470407,,,,verified,ox-alpha via OpenRouter
1705,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-ALNAHYAN,AL NAHYAN CAMP AREA,"Y TOWER, NEAR LULU SUPER MARKET, AL NAHYAN CAMP AREA, MAMOURAH BUILDING, Y-TOWER-GROUND FLOOR, ABU DHABI, UAE",02-6438330,,,,verified,ox-alpha via OpenRouter
1706,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-AL WAHDA MALL,,"AL WAHDA MALL-EXT. BUILDING, NEAR ABU DHABI BUS STATION, AL WEHDA MALL- GROUND FLOOR (BESIDE MAIN ENTRANCE) ABU DHABI, UAE",04-9187987,,,,verified,ox-alpha via OpenRouter
1707,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-AL WAHDA,AL WAHDA MALL,"AL WAHDA MALL, NEAR LULU HYPER MARKET, AL WEHDA MALL-BASEMENT 1, ABU DHABI, UAE",02-4437788,,,,verified,ox-alpha via OpenRouter
1708,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. - BRANCH-MZSC,ELECTRA STREET,"MADINAT ZAYED SHOPPING CENTRE, GROUND FLOOR, NEAR LULU HYPER MARKET, ELECTRA STREET, ABU DHABI, UAE",02-6588918,,,,verified,ox-alpha via OpenRouter
1709,AUH,PHARMACY,BURJEEL RETAIL PHARMACY L.L.C. – BRANCH-AL FALAH,AL FALAH CENTRAL MALL,"AL FALAH CENTRAL MALL, SHOP B-05, SECTOR 1F, AL FALAH CITY, ABU DHABI, UAE",02-6713474,,,,verified,ox-alpha via OpenRouter
1710,AUH,PHARMACY,NIDHAM GHIYATHI PHARMACY,AL DHAFRA REGION GHIYATHI ,"AL DHAFRA REGION GHIYATHI NEAR FAB BANK,ABU DHABI,UAE",02-8741791,,,,verified,ox-alpha via OpenRouter
1711,AUH,PHARMACY,LLH PHARMACY AL MUSAFFAH LLC BRANCH 2,AL MAFRAQ,"LABOTEL WORKERS VILLAGE , AL MAFRAQ WORKERS RESIDENTIAL CITY , ABU DHABI",02-5503529,,,,verified,ox-alpha via OpenRouter
1712,AUH,PHARMACY,LIFECARE INTERNATIONAL PHARMACY LLC BRANCH,AL MAFRAQ,"CONSTRUCTION WORKERS RESIDENTIAL CITY, AL MAFRAQ WORKERS CITY, ABU DHABI",02-5564776,,,,verified,ox-alpha via OpenRouter
1713,AUH,PHARMACY,RIGHT HEALTH PHARMACY - SOLE PROPRIETORSHIP L.L.C,AL DHAFRA,"PARCEL T-29 HABSHAN CAMP - AL DHAFRA, AREA - ABU DHABI, UAE",050-5958958,,,,verified,ox-alpha via OpenRouter
1714,AUH,PHARMACY,KHALIDIYA LULU PHARMACY L L C - BRANCH,SAADIYAT,"HIDD AL SAADIYAT, LULU EXPRESS ,SAADIYAT, ABU DHABI, UAE",02-5467085,,,,verified,ox-alpha via OpenRouter
1715,AUH,PHARMACY,LULU KHALIDIYAH PHARMACY LLC,KHALIDIYAH MALL,KHALIDIYAH MALL. ABU DHABI,02-6354440,,,,verified,ox-alpha via OpenRouter
1716,AUH,PHARMACY,LULU RAHA PHARMACY LLC,AL RAHA MALL,"AL RAHA MALL, ABU DHABI.",02-5562607,,,,verified,ox-alpha via OpenRouter
1717,AUH,PHARMACY,LULU RAHA PHARMACY BRANCH 1,LULU BANIYAS,"LULU HYPERMARKET, BANIYAS,ABU DHABI",02-5505051,,,,verified,ox-alpha via OpenRouter
1718,AUH,PHARMACY,EXCELLENT PHARMACY-SOLE PROPRIETORSHIP L.L.C ,WORKER CITY 2,"SWAEED RESIDENTIAL COMPOUND, AL MAFRAQ WORKER CITY 2, ABU DHABI, UAE",02-5544469,,,,verified,ox-alpha via OpenRouter
1719,AUH,PHARMACY,QUSAHWIRA MEDICAL CENTER PHARMACY,AL DHAFRA,"AL DHAFRA REGION, ABU DHABI",02 6023882,,,,verified,ox-alpha via OpenRouter
1720,AUH,PHARMACY,HEART BEAT PHARMACY L.L.C.,SHEIKH RASHID BIN SAEED ST,"PLOT 103, MUSHRIF AREA - SHEIKH RASHID BIN SAEED ST-ABU DHABI, UAE",02-4449494,,,,verified,ox-alpha via OpenRouter
1721,AUH,PHARMACY,AL TADAWI PHARMACY -L.L.C,ABU DHABI,"INJAZ BUILDING, ABU DHABI, UAE",02-8867077,,,,verified,ox-alpha via OpenRouter
1722,AUH,PHARMACY,AL MARINA PHARMACY L.L.C,AL DANAH AREA,"AL DANAH AREA, ABU DHABI, UAE",02-6343454,,,,verified,ox-alpha via OpenRouter
1723,AUH,PHARMACY,AL MARINA PHARMACY LLC - BRANCH 1,MUSSAFAH,"M37 MUSSAFAH INDUSTRIAL AREA, ABU DHABI, UAE",02-5503115,,,,verified,ox-alpha via OpenRouter
1724,AUH,PHARMACY,SELECT PHARMACY - SOLE PROPRIETORSHIP L.L.C.,SANAYA,"M10, SANAYA, SHOP-05, NEXT TO BANGALI MOSQUE, ABU DHABI, UAE",02-6396140,,,,verified,ox-alpha via OpenRouter
1725,AUH,PHARMACY,CROWN PHARMACY - SOLE PROPRIETORSHIP L.L.C,MUSAFFAH,"MUSAFFAH - M11, ABU DHABI, UAE",02-5529143,,,,verified,ox-alpha via OpenRouter
1726,AUH,PHARMACY,SAAD PHARMACY - SOLE PROPRIETORSHIP L.L.C,HAMDAN STREET,"​AL YOUSUF CENTER​617, HAMDAN STREET, ABU DHABI, UAE",02-6277332,,,,verified,ox-alpha via OpenRouter
1727,AUH,PHARMACY,SELENA PHARMACY - L.L.C - O.P.C,AL DHANA AREA,"AL DHANA AREA WTC, ABU DHABI, UAE ",02-6710051,,,,verified,ox-alpha via OpenRouter
1728,AUH,PHARMACY,TAHA PHARMACY L.L.C,AL  FALAH STREET,"AL FALAH STREET, ABU DHABI, UAE",02-6343447,,,,verified,ox-alpha via OpenRouter
1729,AUH,PHARMACY,GOLDEN HEALTH PHARMACY - L.L.C- O.P.C - BRANCH,HAMEEM WORKER CITY,"AL SIDRA VILLAGE, SALEM CITY, AL BIHOUTH, HAMEEM WORKER CITY, ABU DHABI, UAE",04-3335502,,,,verified,ox-alpha via OpenRouter
1730,AUH,PHARMACY,ZEST WELLNESS PHARMACY L.L.C - BRANCH OF ABU DHABI,AL BATEEN,"SHOP NO G 5, AL RAWDA BUILDING, AL NIYABAH ST, AL BATEEN, ABU DHABI, UAE",02-5823626,,,,verified,ox-alpha via OpenRouter
1731,AUH,PHARMACY,MEDON FIRST PHARMACY - L.L.C - S.P.C,AL DANAH ZONE 1,"SHOP NO. 1 - MUROOR RD SULTAN BIN ZAYED THE FIRST ST - AL DANAH - ZONE 1 - ABU DHABI, UAE",02-5822669,,,,verified,ox-alpha via OpenRouter
1732,AUH,CLINIC,SADIQ POLYCLINIC - SOLE PROPRIETORSHIP L.L.C,MUSSAFAH 37,"MUSSAFAH 37 ABU DHABI,UAE",02-8864000,,,,verified,ox-alpha via OpenRouter
1733,AUH,PHARMACY,SURE MEDI PHARMACY - SOLE PROPRIETORSHIP L.L.C,MUSSAFAH 37,"MUSSAFAH 37 ABU DHABI,UAE",02-8864000,,,,verified,ox-alpha via OpenRouter
1734,AUH,CLINIC,GOLD LIFE MEDICAL CLINIC LLC,HAMEEM WORKERS CITY,"BUHAIRAN HAMIM CAMP AL BIHOUTH , AL DHAFRA ,AREA HAMEEM WORKERS CITY  ABU DHABI- UAE PO BOX - 8680",02-6450545,,,,verified,ox-alpha via OpenRouter
1735,AUH,PHARMACY,ASTER PHARMACIES GROUP L.L.C - BRANCH OF ABU DHABI,MADINATH RIYADH,"SHOP NO 04, AMAL MOHAMMED AL SALMI, MADINATH RIYADH, ABU DHABI",052-9035007,,,,verified,ox-alpha via OpenRouter
1736,AUH,PHARMACY,AL MAQAM PHARMACY - SOLE PROPREITORSHIP L.L.C.,MADINATH RIYADH,"AL OMRAN TRAINING CENTER BUILDING, GROUND FLOOR, ZAYED BIN SULTAN STREET",03-7681188,,,,verified,ox-alpha via OpenRouter
1737,AUH,CLINIC,MIAMI MEDICAL CENTER - L.L.C - S.P.C,AL MAFRAQ ,"JAN YAFOUR - AL MAFRAQ INDUSTRIAL SHOP NO-17, PLOT NO- 349 , ABU DHABI PO BOX -133654, UAE",02-6322126,,,,verified,ox-alpha via OpenRouter
1738,AUH,PHARMACY,MIAMI PHARMACY - L.L.C - S.P.C,AL MAFRAQ ,"JAN YAFOUR - AL MAFRAQ INDUSTRIAL SHOP NO-17, PLOT NO- 349 , ABU DHABI PO BOX -133654, UAE",02-6322126,,,,verified,ox-alpha via OpenRouter
1739,AUH,CLINIC,KOHAT MEDICAL CENTRE - L.L.C - S.P.C,MUSSAFAH ,"MUSSAFAH INDUSTRIAL, M40, ABU DHABI, UAE",02-5511129,,,,verified,ox-alpha via OpenRouter
1740,AUH,PHARMACY,KOHAT PHARMACY- L.L.C - S.P.C,MUSSAFAH ,"MUSSAFAH INDUSTRIAL, M40, ABU DHABI, UAE",02-5531824,,,,verified,ox-alpha via OpenRouter
1741,AUH,PHARMACY,BIN SINA PHARMACY AL MARYAH ISLAND,AL DHAHERI ST,"THE GALLERIA AL MARYAH ISLAND, AL MARYAH CENTRAL, P4, CONCOURSE AREA - 107 HAMOUDA BIN ALI AL DHAHERI ST - AL MARYAH ISLAND - ABU DHABI",02 643 8780,,,,verified,ox-alpha via OpenRouter
1742,AUH,PHARMACY,IBN SINA PHARMACY L.L.C. - BRANCH 9 ,AL FALAH ST,"AL FALAH ST, THE GALLERIA LEVEL 2, R2 PARKING - ABU DHABI",02-4919745,,,,verified,ox-alpha via OpenRouter
1743,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C - BRANCH 2,AL REEM ISLAND,MALL - 1ST FLOOR - OPPOSITE TO HOMBOX - AL REEM ISLAND - NAJMAT ABU DHABI - ABU DHABI,02 449 6357,,,,verified,ox-alpha via OpenRouter
1744,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C.,MARINA MALL ,BASEMENT FLOOR MARINA MALL - أبو ظبي,02 681 5630,,,,verified,ox-alpha via OpenRouter
1745,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 1,AL KHALIDIYAH,DANAPLAZA BUILDING - FIRST ZAYED STREET - AL KHALIDIYAH - W8 - ABU DHABI,02 667 8768,,,,verified,ox-alpha via OpenRouter
1746,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 10,MUSAFFAH ,"16TH ST GROUND FLOOR, CAPITAL MALL, MOHAMMED BIN ZAYED CITY - MUSAFFAH - ABU DHABI",02 553 9092,,,,verified,ox-alpha via OpenRouter
1747,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 12,PARAGON BAY MAL,GROUND FLOOR PARAGON BAY MALL - AE-AZ,02 658 5203,,,,verified,ox-alpha via OpenRouter
1748,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 26,AL KHALEEJ AL ARABI ST,SOUQ AL JAMI SHEIKH ZAYED GRAND MOSQUE RD - AL KHALEEJ AL ARABI ST - ABU DHABI,02 672 4141,,,,verified,ox-alpha via OpenRouter
1749,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 5,DALMA MALL,"DALMA MALL, ICAD GROUND FLOOR - ABUDHABI",02 551 2385,,,,verified,ox-alpha via OpenRouter
1750,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH 7,BAWABAT AL SHARQ,MALL - FIRST FLOOR - BAWABAT AL SHARQ - ABU DHABI,02 586 8724,,,,verified,ox-alpha via OpenRouter
1751,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH Al Qana,AL QANA STREET ,AL QANA STREET - RABDAN - ABU DHABI,02 676 8324,,,,verified,ox-alpha via OpenRouter
1752,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH Almusafah,MUSAFFAH,AL - BSP-NPCC - MUSAFFAH - ABU DHABI,02 555 0302,,,,verified,ox-alpha via OpenRouter
1753,AUH,PHARMACY,IBN SINA PHARMACY - SOLE PROPRIETORSHIP L.L.C. - BRANCH GLOBAL CARE,AL MANHAL,BUILDING 419 - WEST 14-1 - AL MANHAL - ABU DHABI,02 887 0931,,,,verified,ox-alpha via OpenRouter
1754,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 16 ,AL DANAH ,SILVER TOWER - AL DANAH - ZONE 1 - ABU DHABI,02 584 7865,,,,verified,ox-alpha via OpenRouter
1755,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 20,CORNICHE RD,"WEST - STREET NUMBER 7,CORNICHE ROAD - CORNICHE RD - ABU DHABI",02 448 0650,,,,verified,ox-alpha via OpenRouter
1756,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 27,AL MAHA ST ,AL MAHA ST - YAS ISLAND - ABU DHABI,02 565 1314,,,,verified,ox-alpha via OpenRouter
1757,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 3,KHALIFA CITY ,16TH ST - KHALIFA CITY - SECTOR 32 - ABU DHABI,02 556 2140,,,,verified,ox-alpha via OpenRouter
1758,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 4,AL MUROOR STREET ,AL MUROOR STREET COOPERATIVE MUROOR BRANCH - أبو ظبي,02 449 8140,,,,verified,ox-alpha via OpenRouter
1759,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C - Branch 6,DALMA MALL,"DALMA MALL, ICAD GROUND FLOOR - ABU DHABI",02 551 2138,,,,verified,ox-alpha via OpenRouter
1760,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C BRANCH 17,AL FALAH ,15 QASDAH ST - AL FALAH - ABU DHABI,02 566 9135,,,,verified,ox-alpha via OpenRouter
1761,AUH,PHARMACY,IBN SINA PHARMACY SOLE PROPRIETORSHIP L.L.C BRANCH 18,"NEW AL FALAH,","NEW AL FALAH, AL FALAH VILLAGE 3, SECTOR C SHOP G12 - ABU DHABI",02 566 1251,,,,verified,ox-alpha via OpenRouter
1762,DXB,CLINIC,ZEN LIFE POLYCLINIC CO.LLC,AL JADDAF,"SHOP 3A, EMERALD JADAF METRO BUILDING, AL JADAF",04-2541800,,,,verified,ox-alpha via OpenRouter
1763,DXB,CLINIC,UNICARE MEDICAL CENTRE BRANCH-SATWA,BUR DUBAI -MANKHOOL,"VILLA 172, NEAR NEW DUBAI NURSERY, MANKHOOL ROAD, SATWA",04-3529292,,,,verified,ox-alpha via OpenRouter
1764,DXB,CLINIC,KARAMA MEDICAL CENTRE (KARAMA),KARAMA,"45B STREET 36,1015 IBRAHIM KHALIFA,ARIF & BINTOAK BUILDING,KARAMA,DUBAI",04-3366889/8007400,,,,verified,ox-alpha via OpenRouter
1765,DXB,CLINIC,AL AZHAR CLINIC -BRANCH (JABEL ALI),JEBEL ALI,"JEBEL ALI,DXB,UAE",04-8800545/8007400,,,,verified,ox-alpha via OpenRouter
1766,DXB,CLINIC,AL AZHAR CLINIC (DIP-1),DIP,"DIP,DXB,UAE",04-8859590/8007400,,,,verified,ox-alpha via OpenRouter
1767,DXB,CLINIC,AL AZHAR CLINIC- BRANCH 2 (DIP-2),DIP-2,"DIP-2,DXB,UAE",04-8895309/8007400,,,,verified,ox-alpha via OpenRouter
1768,DXB,CLINIC,AL SANAIYA MEDICAL CLINIC- BR (AL QUOZ),AL QUOZ,"AL QUOZ,DXB,UAE",04 3407548/8007400,,,,verified,ox-alpha via OpenRouter
1769,DXB,CLINIC,AL SANAIYA MEDICAL CLINIC (SONAPUR),SONAPUR,"SONAPUR,DXB,UAE",04 2543500/8007400,,,,verified,ox-alpha via OpenRouter
1770,DXB,CLINIC,NEW SANAIYA CLINIC (SONAPUR),SONAPUR,"SONAPUR,DXB,UAE",04 2648101/8007400,,,,verified,ox-alpha via OpenRouter
1771,DXB,CLINIC,RUBY CLINIC,INTERNATIONAL CITY,"INTERNATIONAL CITY,DXB,UAE",04 4226899/8007400,,,,verified,ox-alpha via OpenRouter
1772,DXB,CLINIC,NEW SANAIYA CLINIC - BR HORALANZ,DEIRA- HOR AL ANZ,"DEIRA- HOR AL ANZ,DXB,UAE",04 2681333/8007400,,,,verified,ox-alpha via OpenRouter
1773,DXB,CLINIC,AL AZHAR CLINIC BRANCH 3 LLC,AWIR,"AWIR,DXB,UAE",04-2230244/8007400,,,,verified,ox-alpha via OpenRouter
1774,DXB,CLINIC,BETA STAR CLINIC L.L.C (FORMERLY NOVITAS CLINIC LLC (BRANCH),JABAL ALI,"AL MADINA HYPER MARKET, JABAL ALI INDUSTRIAL, DUBAI, UAE",04-3264208,,,,verified,ox-alpha via OpenRouter
1775,DXB,CLINIC,NOOR AL SHEFA CLINIC-JEBEL ALI MALL,JEBEL ALI,"JEBEL ALI MALL,JEBEL ALI IND AREA 1 , DUBAI",04-8878155,,,,verified,ox-alpha via OpenRouter
1776,DXB,CLINIC,NOOR AL SHEFA CLINIC BRANCH-AL QUOZ,AL QUOZ-3,"IND.AREA - 3,OPP. K F C ACCOMMODATION,AL QUOZ",04-3807636,,,,verified,ox-alpha via OpenRouter
1777,DXB,CLINIC,NOOR AL SHEFA CLINIC-JAFZA MALL-JEBEL ALI,JAFZA SOUTH,"JAFZA SOUTH,JAFZA MALL, JEBEL ALI FREE ZONE",04-8817530,,,,verified,ox-alpha via OpenRouter
1778,DXB,CLINIC,NOOR AL SHEFA CLINIC(BR) AL AWEER,AL AWEER,"AL AWEER ,1ST FLOOR, ,UNION CO-OP BUILDING,FRUIT VEG MARKET",04-3886601,,,,verified,ox-alpha via OpenRouter
1779,DXB,CLINIC,ZAHRAT  AL SHEFA MEDICAL CENTER LLC,MUHAISANAH - NEAR POST OFFICE,"1ST FLOOR SHOP NO. 1,AL GAITH BUILDING , NEAR EMIRATES POST OFFICE ,MUHAISANAH",04-2646218,,,,verified,ox-alpha via OpenRouter
1780,DXB,CLINIC,NOOR AL SHEFA CLINIC-JAFZA-JEBEL ALI(OPP.VILLAGE HYPER MARKET),JAFZA,"MEENA RETAILS FZE BUILDING ,",04-8844666,,,,verified,ox-alpha via OpenRouter
1781,DXB,CLINIC,FAMILY CLINIC-SATWA - DUBAI,SATWA,"AL BADA OASIS BLDG, AL HUDAIBAH STRT , SATWA - DUBAI",04-3451145,,,,verified,ox-alpha via OpenRouter
1782,DXB,CLINIC,GREEN CITY MEDICAL CENTER L.L.C(FORMERLY NEW AL MUSALLA MEDICAL CENTERE LLC BRANCH),AL QUOZ 4,"OBEROI BUILDING, AL QUOZ 4, NEAR BELHASA DRIVING CENTRE, DUBAI, P.O. BOX- 69105",04-3333450,,,,verified,ox-alpha via OpenRouter
1783,DXB,CLINIC,M V R DIAGNOSTIC CLINIC L.L.C (FORMERLY MVR MEDICAL CENTER L.L.C),AL GARHOUD,"MEZZANINE FLOOR, SHOWROOM 2, FLORA INN HOTEL,AL GARHOUD,DUBAI, UAE",04-2327111,,,,verified,ox-alpha via OpenRouter
1784,DXB,CLINIC,MEDILIFE POLYCLINIC LLC- AL QUOZ(BR),AL QUOZ,ALQUOZ,04-3219550,,,,verified,ox-alpha via OpenRouter
1785,DXB,CLINIC,NEW MEDILIFE MEDICAL CENTRE L.L.C (WARSAN),WARSAN,WARSAN,04-2888315,,,,verified,ox-alpha via OpenRouter
1786,DXB,CLINIC,FALCON MEDICAL CLINIC LLC,BUR DUBAI,"MEENA BUILDING 302 FLAT NO AL SOQ AL KABEER, 316 IBRAHIM JUM AAL REDHA ",04-3554352,,,,verified,ox-alpha via OpenRouter
1787,DXB,CLINIC,AL FALAH MEDICAL CLINIC,DEIRA -NAIF,ABBASY BUILDING NAIF DEIRA,04-2717223,,,,verified,ox-alpha via OpenRouter
1788,DXB,CLINIC,SEKHER MEDICAL CLINIC LLC,AL QUOZ 3,"1ST FLOOR, PLOT # 104, CITY EXCHANGE BUILDING, AL QUOZ INDUSTRIAL AREA # 3, AL QUOZ INDUSTRIAL ARE",04 3387749,,,,verified,ox-alpha via OpenRouter
1789,DXB,CLINIC,PARADISE PLUS POLY CLINIC L L C,DIP,"D I P -2 ,RITAJ COMMUNITY CENTRE",04-5896619,,,,verified,ox-alpha via OpenRouter
