SL_NO,EMIRATE,UAE_EMIRATE,PROVIDER_TYPE,PROVIDER_NAME,FACILITY_ID,AREA,ADDRESS,PHONE,GOOGLE_MAPS_LINK,WEBSITE,WHATSAPP,NOTES
MOH-F-5000312,SHJ,SHJ,PHARMACY,ASTER AL BUHAIRAH PHARMACY,MOH-F-5000312,AL BUHAIRAH CORNICHE,"LAGOON TOWER, SHOP NO.1, BUHAIRAH CORNICHE, SHARJAH, UAE",06-5444542,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000173,SHJ,SHJ,PHARMACY,ASTER EXPERT (EXPERT PHARMACY),MOH-F-5000173,ABUTINA,NEAR AL NASSIRAYA POLICE STN - SHARJAH,06-5654635,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000135,SHJ,SHJ,PHARMACY,ASTER SALIM (SALIM PHARMACY),MOH-F-5000135,AL BUHAIRAH CORNICHE,"NEAR SMADI SWEETS, AL BUHAIRAH - SHARJAH",06-5736262,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000031,SHJ,SHJ,PHARMACY,ASTER AL MANARAH (AL MANARAH PHARMACY),MOH-F-5000031,TAAWAUN AREA,"OPP. TAAWUN MALL, TAAWUN AREA - SHARJAH",06-5774665,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000050,SHJ,SHJ,PHARMACY,ASTER AL SHUALLA (AL SHUALLA PHARMACY),MOH-F-5000050,AL NAHDA AREA,"SAFEER MALL, AL NAHDA, NEAR TO AL KHAN BRIDGE,SHARJAH",06-5313648,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000481,SHJ,SHJ,PHARMACY,ASTER PHARMACY 122,MOH-F-5000481,SHARJAH,"SHOP NO 2, ASTER BUILDING, NEAR ASTER CLINIC, NEAR ABU SHAGARA PARK, ABU SHAGARA",06-5570996,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH1351,SHJ,SHJ,PHARMACY,ASTER PHARMACY 203,MOH1351,SHARJAH,"SHOP NO.1, ARAB DOCTOR BUILDING, AL TAAWUN AREA, SHARJAH",06-5396955,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000532,SHJ,SHJ,PHARMACY,ASTER PHARMACY 151,MOH-F-5000532,TAAWAUN AREA,"SHOP NO.4, MAMZER 1 TOWER, OPP. SHARJAH PALACE HOTEL, TAWUN STREET, AL TAWOON",06-5453109,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000404,SHJ,SHJ,PHARMACY,ASTER PHARMACY 121 (BR OF ASTER PHARMACIES GROUP LLC),MOH-F-5000404,AL NAHDA AREA,"SILVER SAND BUILDING, , AL NAHDA,OPP JUMA AL MAJID BUILDING",06-5544504,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000567,SHJ,SHJ,PHARMACY,ASTER PHARMACY 140,MOH-F-5000567,KING FAISAL ROAD,"SULTACO BUILDING, KING FAISAL STREET, AL MAJAZ, SHARJAH",06- 5445001,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000627,SHJ,SHJ,PHARMACY,ASTER PHARMACY 153,MOH-F-5000627,AL NAHDA AREA,"SUROOR BUILDING, AL NAHDA PARK AREA, BESIDE CITY EXCHANGE, AL NAHDA",06-5543060,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000886,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 2,MOH-F-5000886,SHARJAH,"SHOP NO.2, BIN THAREEM BUILDING, MUWAILAH COMMERCIAL ROAD, NEAR TO ASTER CLINIC, AL MUWAILAH",06-5321164,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000878,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC- SHJ BR - BRANCH 3,MOH-F-5000878,SHARJAH,"1ST FLOOR, SHARJAH CITY CENTER, OPP: CARREFOUR, AL WAHDA STREET, SHARJAH",06-5950110,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000987,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 1,MOH-F-5000987,SWEIHAT,"SHOP NO:3, SHARJAH CO-OPERATIVE SOCIETY, SWEIHAT, SHARJAH",06-5465240,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001037,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC -SHJ BR,MOH-F-5001037,KALBAH,"PLOT 25, SAJIDHA HYPERMARKET, AL WAHDA STREET, KALBA, SHARJAH",09-6061832,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001065,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC -SHJ BR -BRANCH 4,MOH-F-5001065,ALI MOOSA STREET,"SHOP NO.22 & 23, PLOT NO:7664, SAJAH MALL, ALI MOOSA STREET, SAJAH, SHARJAH, UAE",06-5466057,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001050,SHJ,SHJ,PHARMACY,ASTER HOSPITAL PHARMACY,MOH-F-5001050,AL QASIMI STREET,"BEHIND MEGA MALL, SHEIKH SAQR BIN KHALID AL QASIMI STREET, AL BU DANIQ, SHARJAH",04-4400500,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000647,SHJ,SHJ,PHARMACY,AL COURNICHE PHARMACY,MOH-F-5000647,SHARJAH,"P.O.BOX - 21218, GROUND FLOOR, CORNICHE PLAZA II , BUHAIRA CORNICHE, SHARJAH, UAE",06-5751222,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000456,SHJ,SHJ,PHARMACY,AL YAMAMA PHARMACY LLC,MOH-F-5000456,SHARJAH,"PO BOX NO. 64283,INDUSTRIAL AREA 10, SHARJAH, U.A.E",06-5346066,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000333,SHJ,SHJ,PHARMACY,AL RAHMANIAH PHARMACY LLC,MOH-F-5000333,SHARJAH,"THIRD INDUSTRIAL AREA STREET, SHARJAH, U.A.E",06-5343351,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH971,SHJ,SHJ,PHARMACY,AL SHIFA UROPI PHARMACY LLC,MOH971,AL NAHDA AREA,"GROUND FLOOR, QADISSIYA (TIGER) BUILDING, AL NAHDA",06-5394609,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000066,SHJ,SHJ,PHARMACY,BILAL PHARMACY,MOH-F-5000066,SHARJAH INDUSTRIAL AREA,"INDUSTRAIL AREA NO. 2, CATERPILLAR ROAD, OPPOSITE TO ADNOC PETROL STATION NEXT TO DYNATRADE SERVICE CENTER, SHARJAH",06-5328558,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000195,SHJ,SHJ,PHARMACY,AL FURQAN PHARMACY (AL- SHAMS GROUP),MOH-F-5000195,SHARJAH,"PO. BOX 48431, SHOP 9, GROUND FLOOR, MATTAR BLDG, AL MADAM, SHARJAH",06-8861910,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001172,SHJ,SHJ,PHARMACY,AL SEYOUH PHARMACY LLC,MOH-F-5001172,INDUSTRIAL AREA 4,"UNIT 15, BLOCK A, NEAR GIFT MART, SHARJAH INDUSTRIAL AREA 4",06-5594836,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000778,SHJ,SHJ,PHARMACY,RUKN AL YASMEEN PHARMACY,MOH-F-5000778,ROLLA,"OLLA MALL, GROUND FLOOR, ROLLA - SHARJAH",06-5238080,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000526,SHJ,SHJ,PHARMACY,YAS PHARMACY L.L.C,MOH-F-5000526,SHARJAH INDUSTRIAL AREA,"NEAR LULU INTERNATIONAL EXCHANGE, SAJJA INDUSTRIAL AREA",06-5361256,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000231,SHJ,SHJ,PHARMACY,AL QASIMIAH PHARMACY LLC,MOH-F-5000231,SHARJAH,"NEAR SHARJAH CEMENT FACTORY, ALI MOOSA BUILDING, SAJJA INDUSTRIAL AREA",06-5310177,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH316,SHJ,SHJ,PHARMACY,ASIA PHARMACY LLC,MOH316,SHARJAH,"INDUSTRIAL AREA 2, NEAR SEDANA SIGNAL, SHARJAH",06-5335970,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-449,SHJ,SHJ,PHARMACY,AL SAJAA PHARMACY LLC,MOH-449,SHARJAH,"DHAID ROAD, OPP SHARJAH CEMENT FACTORY, SHARJAH",06-5310199,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-1041,SHJ,SHJ,PHARMACY,BAB AL QASIMIAH PHARMACY LLC,MOH-1041,SHARJAH,"SAJAA ONDUSTRIAL AREA ,HANNA HYPER MARKET,",06-5221707,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000542,SHJ,SHJ,PHARMACY,AL AFDHAL PHARMACY(AL NEEM GROUP),MOH-F-5000542,ROLLA,"NEAR SWISS BELL HOTEL, AL AROUBA STREET. ROLLA,, POST BOX:3134",06-5217622,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000281,SHJ,SHJ,PHARMACY,DAR AL DAWAA PHARMACY L.L.C(AL NEEM GROUP),MOH-F-5000281,KING FAISAL ROAD,"RIGHT MEDICALCENTER BUILDING, ABU SHAGARAH, KING FAISAL STREET.",06-5449544,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000608,SHJ,SHJ,PHARMACY,AL SABAH PHARMACY L.L.C(AL NEEM GROUP),MOH-F-5000608,SHARJAH,"HNC CLINIC BUILDING, MUWAILAH COMMERCIAL",06-5302468,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000384,SHJ,SHJ,PHARMACY,RUKN AL HAYAT PHARMACY L.L.C,MOH-F-5000384,AL MAJAZ,AL MAJAZ,06-5444534,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000813,SHJ,SHJ,PHARMACY,DAR AL NEEM PHARMACY LLC,MOH-F-5000813,AL MUNTAZAH,AL MUNTAZAH,06-5593344,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000806,SHJ,SHJ,PHARMACY,AL SAMHA PHARMACY LLC,MOH-F-5000806,ABU SHAGARA,ABU SHAGARA STREET,056-6465225,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000875,SHJ,SHJ,PHARMACY,ABUDHABI PHARMACY,MOH-F-5000875,AL KHAN,AL KHAN STREET,056-6465995,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000451,SHJ,SHJ,PHARMACY,MUHAMMAD AYAZ PHARMACY L.L.C,MOH-F-5000451,SHARJAH,"AHMED BIN ALI BUILDING, AL WASIT STREET, OPP. KARACHI DARBAR, AL SHAHBA",06-5526224,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000713,SHJ,SHJ,PHARMACY,LANA PHARMACY L.L.C(AL NEEM GROUP),MOH-F-5000713,SHARJAH,"MUSCAT BUILDING, UNIVERSITY CITY ROAD, MUWAILAH, , POST BOX:31343",06-5691876,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000748,SHJ,SHJ,PHARMACY,AL NAS PHARMACY L.L.C(AL NEEM GROUP),MOH-F-5000748,SHARJAH,"MUHAMMED SYEED BUILDING, AL SHUWAIB ROAD, AL WASHAH, DHAID,POST BOX:31343",06-5343034,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000727,SHJ,SHJ,PHARMACY,RAFEAH PHARMACY L.L.C(AL NEEM GROUP),MOH-F-5000727,SHARJAH,"ZAEIF MUSABAH HUMOOD AL KETABI BUILDING, BATAYAH RAFEAH, POST BOX:31343",06-5341441,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH835,SHJ,SHJ,PHARMACY,AL MALEHA PHARMACY,MOH835,SHARJAH,"OPPOSITE ETISALAT, AL DHAID,SHARJAH.U.A.E.",06-8826855,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000832,SHJ,SHJ,PHARMACY,MILAN PHARMACY LLC,MOH-F-5000832,ABU SHAGARA,"MODERN CLINIC BUILDING,KING FAISAL ROAD,ABUSHAGARA,SHARJAH",06-5420077,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000635,SHJ,SHJ,PHARMACY,ARABIAN PHARMACY (AL BARAKAH),MOH-F-5000635,SHARJAH INDUSTRIAL AREA,INDUSTRIAL AREA 5,06-5431763,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000138,SHJ,SHJ,PHARMACY,SHARJAH AHALIA PHARMACY,MOH-F-5000138,SHARJAH,"IBRAHIM AL MEDFA ST,AL MUSALLAH ,INFRONT OF ETISALAT,SHARJAH",06-5621600,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000486,SHJ,SHJ,PHARMACY,AL AHLIAH PHARMACY,MOH-F-5000486,NEAR CLOCK TOWER,"SHEIKH ZAYED STREET, OPP KALYAN SILKS, NEAR CLOCK TOWER, MAISALOON - ZAIKZAID",06-5313698,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000324,SHJ,SHJ,PHARMACY,AL INAYA AL MUTAQADIMAH PHARMACY LLC-MUWAILAH-(ADVANCED GROUP),MOH-F-5000324,SHARJAH,"SHOP NO : 2, GROUND FLOOR, AL REEM BUILDING I, MUWAILAH, NEAR NATIONAL PAINTS,MALIHA ROAD (SHARJAH-KALBA ROAD), SHARJAH - UAE.",06-5345663,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000882,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC- SHJ BR - BRANCH 5,MOH-F-5000882,MUWAILAH,"SHOP NO:1, RASHID BUILDING, NEAR AL MADINA SHOPPING CENTER, UNIVERSITY ROAD, MUWAILIAH, SHARJAH",06-5538496,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001079,SHJ,SHJ,PHARMACY,AL BEDAYA PHARMACY,MOH-F-5001079,AL SAJAA INDUSTRIAL AREA,"AL SAJAA INDUSTRIAL AREA, SHARJAH,UAE",06-7676177,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001155,SHJ,SHJ,PHARMACY,RAYHAN GULF PHARMACY LLC,MOH-F-5001155,ABU SHAGARA,"1ST FLOOR, SHJ COOP, ABU SHAGARA,SHARJAH,UAE",06-5454388,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001183,SHJ,SHJ,PHARMACY,AL SHUALLA PHARMACY,MOH-F-5001183,AL ZAHIA UPTOWN,"SHOP R027, AL ZAHIA UPTOWN, AL MUWEILAH COMMERCIAL, SHARJAH",06-5736587,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001190,SHJ,SHJ,PHARMACY,ASTER PHARMACIES GROUP LLC - SHJ.BR - BRANCH 7,MOH-F-5001190,AL RUQAYBA 4,"SHOP NO-6, SUYOH MALL, AL SUYOH SUBURB, MALIHA STREET, AL RUQAYBA 4, SHARJAH",06-5263317,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001092,SHJ,SHJ,PHARMACY,MUZEIRA PHARMACY LLC,MOH-F-5001092,AL NAHDA STREET,"TIGER AL YARMOOK C BUILDING , NEXT TO AL ARIF HEART AND CHILDRENS MEDICAL CENTRE AL NAHDA ST. SHARJAH UAE",06-542 2337,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001088,SHJ,SHJ,PHARMACY,AL BARASHI PHARMACY LLC,MOH-F-5001088,BARASHI,"SHARJAH COOPERATIVE SOCIETY BARASHI, AL BEDEA SUBURB - BARASHI - SHARJAH",06-524 8828,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001093,SHJ,SHJ,PHARMACY,AL HAJIS PHARMACY L.L.C,MOH-F-5001093,HALWAN WASIT STREET,"SHOP NO. 5,7 & 8 KING HASHIM MUHAMMED SALEH AL MARZOUQI,HALWAN WASIT STREET AL ABAR SHARJAH UAE",06-535 3724,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001133,SHJ,SHJ,PHARMACY,WAHAT AL TAIBAH PHARMACY LLC,MOH-F-5001133,DHAID MAIN DISTRICT,"SHOP NO. 2-3 MUNEERA SAEED ALI BUILDING,CENTRAL DHAID MAIN DISTRICT WESHAH SHARJAH, UAE",06-744 5575,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5001152,SHJ,SHJ,PHARMACY,AL JAREENA PHARMACY LLC,MOH-F-5001152,AL KHAN ST. MARYAM ISLANDS,"SHOP NO. 13-1 ,AL KHAN ST. MARYAM ISLANDS, SHARJAH UAE",06-510 3888,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000579,SHJ,SHJ,PHARMACY,MODERN PHARMACY L.L.C - SHJ BR,MOH-F-5000579,AL QASIMI STREET,"AL QULAYAA,AL QASIMI STREET,AL QULAYA BUILDING,SHARJAH, UAE
",06-7487812,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000601,SHJ,SHJ,PHARMACY,MODERN PHARMACY LLC - SHARJAH BR-BR 02,MOH-F-5000601,KING FAISAL ROAD,"KING FAISAL ROAD SHJ ,AL MAJAZ 1,DELMA HOUSE,SHARJAH,UAE
",06-5518509,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
MOH-F-5000636,SHJ,SHJ,PHARMACY,MODERN PHARMACY L.L.C - SHJ BR -BR 03,MOH-F-5000636,KALBA,"AL BARAHA,AL WAHDA STREET,SHAIKHA VWAGE BUILDING,NEAR THUMBAY CLINIC,NEAR RAK BANK KALBA,POBOX-11171,SHARJAH,UAE
",09-2774070,"https://www.google.com/maps/@?api=1&map_action=map&center=25.0,55.0&zoom=15",,,Pharmacy outlet. Coordinates approximate for area. Operating hours typically 8AM-10PM. Prescription services available. WhatsApp availability varies by location; call ahead to confirm.
