name,city,description,employees,url
PRIME MEDICAL CENTER MAJAN Br ( OF PRIME MEDICAL CENTER),Dubai,PRIME MEDICAL CENTER MAJAN Br ( OF PRIME MEDICAL CENTER) employs 21 UAE-licensed (Dubai) healthcare professionals in Dubai.,21,https://www.zavis.ai/professionals/facility/prime-medical-center-majan-br-of-prime-medical-center
Prime Medical Center Motor City,Dubai,Prime Medical Center Motor City employs 81 UAE-licensed (Dubai) healthcare professionals in Dubai.,81,https://www.zavis.ai/professionals/facility/prime-medical-center-motor-cityprime-medical-center-l-lc
Prime Medical Center Nad Al Sheba,Dubai,Prime Medical Center Nad Al Sheba employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/prime-medical-center-nad-al-shebaprime-medical-center
Prime Medical Center Nadd Al Hamar,Dubai,Prime Medical Center Nadd Al Hamar employs 33 UAE-licensed (Dubai) healthcare professionals in Dubai.,33,https://www.zavis.ai/professionals/facility/prime-medical-center-nadd-al-hamarprime-medical-center
Prime Medical Center Sheikh Zayed Road,Dubai,Prime Medical Center Sheikh Zayed Road employs 67 UAE-licensed (Dubai) healthcare professionals in Dubai.,67,https://www.zavis.ai/professionals/facility/prime-medical-center-sheikh-zayed-road-l-l-c
Primecorp Medical Center AL QUSAIS,Dubai,Primecorp Medical Center AL QUSAIS employs 30 UAE-licensed (Dubai) healthcare professionals in Dubai.,30,https://www.zavis.ai/professionals/facility/primecorp-medical-center-al-qusais
Primecorp Medical Center,Dubai,Primecorp Medical Center employs 37 UAE-licensed (Dubai) healthcare professionals in Dubai.,37,https://www.zavis.ai/professionals/facility/primecorp-medical-center-l-l-c
Private Care Center,Dubai,Private Care Center employs 22 UAE-licensed (Dubai) healthcare professionals in Dubai.,22,https://www.zavis.ai/professionals/facility/private-care-center
Procare Health Services,Dubai,Procare Health Services employs 22 UAE-licensed (Dubai) healthcare professionals in Dubai.,22,https://www.zavis.ai/professionals/facility/procare-health-services
Public Health Protection Department,Dubai,Public Health Protection Department employs 58 UAE-licensed (Dubai) healthcare professionals in Dubai.,58,https://www.zavis.ai/professionals/facility/public-health-protection-department
Pure Aesthetic Medical Center,Dubai,Pure Aesthetic Medical Center employs 23 UAE-licensed (Dubai) healthcare professionals in Dubai.,23,https://www.zavis.ai/professionals/facility/pure-aesthetic-medical-center-l-l-c
Queens Medical Center,Dubai,Queens Medical Center employs 50 UAE-licensed (Dubai) healthcare professionals in Dubai.,50,https://www.zavis.ai/professionals/facility/queens-medical-center
Quironsalud Specialty Hospital,Dubai,Quironsalud Specialty Hospital employs 42 UAE-licensed (Dubai) healthcare professionals in Dubai.,42,https://www.zavis.ai/professionals/facility/quironsalud-specialty-hospital
Quttainah Specialized Hospital,Dubai,Quttainah Specialized Hospital employs 117 UAE-licensed (Dubai) healthcare professionals in Dubai.,117,https://www.zavis.ai/professionals/facility/quttainah-specialized-hospital
Rashid Center for People of Determination,Dubai,Rashid Center for People of Determination employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/rashid-center-for-people-of-determination
Rashid Hospital - Dubai Health,Dubai,"Rashid Hospital - Dubai Health employs 2,675 UAE-licensed (Dubai) healthcare professionals in Dubai.",2675,https://www.zavis.ai/professionals/facility/rashid-hospital-dh
Re Leaf Medical Centre,Dubai,Re Leaf Medical Centre employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/re-leaf-medical-centre
Real 6 Pharmacy,Dubai,Real 6 Pharmacy employs 65 UAE-licensed (Dubai) healthcare professionals in Dubai.,65,https://www.zavis.ai/professionals/facility/real-6-pharmacy
Regency Home Health Care Center,Dubai,Regency Home Health Care Center employs 80 UAE-licensed (Dubai) healthcare professionals in Dubai.,80,https://www.zavis.ai/professionals/facility/regency-home-health-care-center
Rescare Home Health Care,Dubai,Rescare Home Health Care employs 62 UAE-licensed (Dubai) healthcare professionals in Dubai.,62,https://www.zavis.ai/professionals/facility/rescare-home-health-care
Response Plus Medical Services,Dubai,Response Plus Medical Services employs 85 UAE-licensed (Dubai) healthcare professionals in Dubai.,85,https://www.zavis.ai/professionals/facility/response-plus-medical-services-dubai
Reyada Home Health Care Services,Dubai,Reyada Home Health Care Services employs 47 UAE-licensed (Dubai) healthcare professionals in Dubai.,47,https://www.zavis.ai/professionals/facility/reyada-home-health-care-services-l-l-c
Risalla Home Health Care Services,Dubai,Risalla Home Health Care Services employs 80 UAE-licensed (Dubai) healthcare professionals in Dubai.,80,https://www.zavis.ai/professionals/facility/risalla-home-health-care-services-l-l-c
Rivoli Eye Zone,Dubai,Rivoli Eye Zone employs 40 UAE-licensed (Dubai) healthcare professionals in Dubai.,40,https://www.zavis.ai/professionals/facility/rivoli-eye-zone-magrabi-optical-company
Royal Health Group L.L.C.1,Dubai,Royal Health Group L.L.C.1 employs 21 UAE-licensed (Dubai) healthcare professionals in Dubai.,21,https://www.zavis.ai/professionals/facility/royal-health-group1-dubai
Royal Phoenix Clinic,Dubai,Royal Phoenix Clinic employs 48 UAE-licensed (Dubai) healthcare professionals in Dubai.,48,https://www.zavis.ai/professionals/facility/royal-phoenix-clinic
Royal Villanova Cosmetic and One Day Surgical Center,Dubai,Royal Villanova Cosmetic and One Day Surgical Center employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/royal-villanova-cosmetic-and-one-day-surgical-center
Sahara Dental Clinic And Orthodontic Centre,Dubai,Sahara Dental Clinic And Orthodontic Centre employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/sahara-dental-clinic-and-orthodontic-centre
Salwaty Home Healthcare,Dubai,Salwaty Home Healthcare employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/salwaty-home-healthcare
Same Day Dental Clinic,Dubai,Same Day Dental Clinic employs 25 UAE-licensed (Dubai) healthcare professionals in Dubai.,25,https://www.zavis.ai/professionals/facility/same-day-dental-clinic
San Lucas Medical Center,Dubai,San Lucas Medical Center employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/san-lucas-medical-center
Sandra Medical Center,Dubai,Sandra Medical Center employs 22 UAE-licensed (Dubai) healthcare professionals in Dubai.,22,https://www.zavis.ai/professionals/facility/sandra-medical-center
Saudi German Hospital,Dubai,Saudi German Hospital employs 818 UAE-licensed (Dubai) healthcare professionals in Dubai.,818,https://www.zavis.ai/professionals/facility/saudi-german-hospital
Saudi German Hospital Pharmacy,Dubai,Saudi German Hospital Pharmacy employs 44 UAE-licensed (Dubai) healthcare professionals in Dubai.,44,https://www.zavis.ai/professionals/facility/saudi-german-hospital-pharmacy
Seline Clinic,Dubai,Seline Clinic employs 30 UAE-licensed (Dubai) healthcare professionals in Dubai.,30,https://www.zavis.ai/professionals/facility/seline-clinic-l-l-c
Senior Citizens Happiness Centre- Dubai Health,Dubai,Senior Citizens Happiness Centre- Dubai Health employs 46 UAE-licensed (Dubai) healthcare professionals in Dubai.,46,https://www.zavis.ai/professionals/facility/senior-citizens-happiness-centre-dh
Seven D Medical Center,Dubai,Seven D Medical Center employs 37 UAE-licensed (Dubai) healthcare professionals in Dubai.,37,https://www.zavis.ai/professionals/facility/seven-d-medical-center
Seven Dental Centre,Dubai,Seven Dental Centre employs 31 UAE-licensed (Dubai) healthcare professionals in Dubai.,31,https://www.zavis.ai/professionals/facility/seven-dental-centre
Seven Dimensions Medical Center,Dubai,Seven Dimensions Medical Center employs 23 UAE-licensed (Dubai) healthcare professionals in Dubai.,23,https://www.zavis.ai/professionals/facility/seven-dimensions-medical-center
Shamma Clinic By Novomed,Dubai,Shamma Clinic By Novomed employs 29 UAE-licensed (Dubai) healthcare professionals in Dubai.,29,https://www.zavis.ai/professionals/facility/shamma-clinic-by-novomed
Shapoorji Pallonji Mideast LLC - Company Clinic,Dubai,Shapoorji Pallonji Mideast LLC - Company Clinic employs 23 UAE-licensed (Dubai) healthcare professionals in Dubai.,23,https://www.zavis.ai/professionals/facility/shapoorji-pallonji-mideast-company-clinic
Shefaa Al Madeena Pharmacy,Dubai,Shefaa Al Madeena Pharmacy employs 26 UAE-licensed (Dubai) healthcare professionals in Dubai.,26,https://www.zavis.ai/professionals/facility/shefaa-al-madeena-pharmacy
Sheikh Manaa Bin Hasher Al Maktoum Polyclinic,Dubai,Sheikh Manaa Bin Hasher Al Maktoum Polyclinic employs 40 UAE-licensed (Dubai) healthcare professionals in Dubai.,40,https://www.zavis.ai/professionals/facility/sheikh-manaa-bin-hasher-al-maktoum-polyclinic
Shifa Home Health Care,Dubai,Shifa Home Health Care employs 46 UAE-licensed (Dubai) healthcare professionals in Dubai.,46,https://www.zavis.ai/professionals/facility/shifa-home-health-care
Shiraz Medical Center,Dubai,Shiraz Medical Center employs 44 UAE-licensed (Dubai) healthcare professionals in Dubai.,44,https://www.zavis.ai/professionals/facility/shiraz-medical-center
Sidra Home Health Care Center,Dubai,Sidra Home Health Care Center employs 44 UAE-licensed (Dubai) healthcare professionals in Dubai.,44,https://www.zavis.ai/professionals/facility/sidra-home-health-care-center
Signature Plus General Medical Center,Dubai,Signature Plus General Medical Center employs 28 UAE-licensed (Dubai) healthcare professionals in Dubai.,28,https://www.zavis.ai/professionals/facility/signature-plus-general-medical-center
Skin Experts Polyclinic,Dubai,Skin Experts Polyclinic employs 25 UAE-licensed (Dubai) healthcare professionals in Dubai.,25,https://www.zavis.ai/professionals/facility/skin-experts-polyclinic
Skin Iii Ltd Dubai,Dubai,Skin Iii Ltd Dubai employs 28 UAE-licensed (Dubai) healthcare professionals in Dubai.,28,https://www.zavis.ai/professionals/facility/skin-iiidubai
Smart Salem Medical Center,Dubai,Smart Salem Medical Center employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/smart-salem-medical-center-limited
Spanish Centre Lasik And Eyes And Cosmetic,Dubai,Spanish Centre Lasik And Eyes And Cosmetic employs 29 UAE-licensed (Dubai) healthcare professionals in Dubai.,29,https://www.zavis.ai/professionals/facility/spanish-centre-lasik-and-eyes-and-cosmetic-l-l-c
Star Home For Home Nursing,Dubai,Star Home For Home Nursing employs 21 UAE-licensed (Dubai) healthcare professionals in Dubai.,21,https://www.zavis.ai/professionals/facility/star-home-for-home-nursing-l-l-c
Star Metropolis Clinical Laboratoriesand Health Services Middle East,Dubai,Star Metropolis Clinical Laboratoriesand Health Services Middle East employs 27 UAE-licensed (Dubai) healthcare professionals in Dubai.,27,https://www.zavis.ai/professionals/facility/star-metropolis-clinical-laboratoriesand-health-services-middle-east
Steps Polyclinic,Dubai,Steps Polyclinic employs 26 UAE-licensed (Dubai) healthcare professionals in Dubai.,26,https://www.zavis.ai/professionals/facility/steps-polyclinic
Sterilization Unit - Dubai Health,Dubai,Sterilization Unit - Dubai Health employs 71 UAE-licensed (Dubai) healthcare professionals in Dubai.,71,https://www.zavis.ai/professionals/facility/sterilization-unit-dh
Sultan Al Olama Medical Center Barsha,Dubai,Sultan Al Olama Medical Center Barsha employs 29 UAE-licensed (Dubai) healthcare professionals in Dubai.,29,https://www.zavis.ai/professionals/facility/sultan-al-olama-medical-center-barsha
Super Care Pharmacy,Dubai,Super Care Pharmacy employs 246 UAE-licensed (Dubai) healthcare professionals in Dubai.,246,https://www.zavis.ai/professionals/facility/super-care-pharmacy
Sydney Medical Center,Dubai,Sydney Medical Center employs 72 UAE-licensed (Dubai) healthcare professionals in Dubai.,72,https://www.zavis.ai/professionals/facility/sydney-medical-center
Symbiosis Medical Centre,Dubai,Symbiosis Medical Centre employs 37 UAE-licensed (Dubai) healthcare professionals in Dubai.,37,https://www.zavis.ai/professionals/facility/symbiosis-medical-centreo
Syoss Home Healthcare,Dubai,Syoss Home Healthcare employs 28 UAE-licensed (Dubai) healthcare professionals in Dubai.,28,https://www.zavis.ai/professionals/facility/syoss-home-healthcare
Tawkeed Medical Fitness Center,Dubai,Tawkeed Medical Fitness Center employs 58 UAE-licensed (Dubai) healthcare professionals in Dubai.,58,https://www.zavis.ai/professionals/facility/tawkeed-medical-fitness-centertawkeed-investment
Thalassemia Center- Dubai Health,Dubai,Thalassemia Center- Dubai Health employs 36 UAE-licensed (Dubai) healthcare professionals in Dubai.,36,https://www.zavis.ai/professionals/facility/thalassemia-center-dh
The Dental Studio,Dubai,The Dental Studio employs 57 UAE-licensed (Dubai) healthcare professionals in Dubai.,57,https://www.zavis.ai/professionals/facility/the-dental-studio
The Doris Duan-Young Autism Center FZ-LLC_1,Dubai,The Doris Duan-Young Autism Center FZ-LLC_1 employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/the-doris-duan-young-autism-center1
The General Medical Centre1,Dubai,The General Medical Centre1 employs 48 UAE-licensed (Dubai) healthcare professionals in Dubai.,48,https://www.zavis.ai/professionals/facility/the-general-medical-centre1g-m-c-healthcare
The Lighthouse Arabia,Dubai,The Lighthouse Arabia employs 37 UAE-licensed (Dubai) healthcare professionals in Dubai.,37,https://www.zavis.ai/professionals/facility/the-lighthouse-arabia
The Speech Clinic,Dubai,The Speech Clinic employs 43 UAE-licensed (Dubai) healthcare professionals in Dubai.,43,https://www.zavis.ai/professionals/facility/the-speech-clinic-fz
Tomoh Alamal Home Healthcare Center,Dubai,Tomoh Alamal Home Healthcare Center employs 55 UAE-licensed (Dubai) healthcare professionals in Dubai.,55,https://www.zavis.ai/professionals/facility/tomoh-alamal-home-healthcare-center
Top Life Physiotherapy and Hijjama Center,Dubai,Top Life Physiotherapy and Hijjama Center employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/top-life-physiotherapy-and-hijjama-center
Trivita Home Healthcare,Dubai,Trivita Home Healthcare employs 36 UAE-licensed (Dubai) healthcare professionals in Dubai.,36,https://www.zavis.ai/professionals/facility/trivita-home-healthcare
Trudoc Health Care,Dubai,Trudoc Health Care employs 50 UAE-licensed (Dubai) healthcare professionals in Dubai.,50,https://www.zavis.ai/professionals/facility/trudoc-health-care
Trust Medical Laboratory,Dubai,Trust Medical Laboratory employs 21 UAE-licensed (Dubai) healthcare professionals in Dubai.,21,https://www.zavis.ai/professionals/facility/trust-medical-laboratory
Trustmedical Home Health Care Center,Dubai,Trustmedical Home Health Care Center employs 29 UAE-licensed (Dubai) healthcare professionals in Dubai.,29,https://www.zavis.ai/professionals/facility/trustmedical-home-health-care-center
UltraLasik Eye Center FZ-LLC_1,Dubai,UltraLasik Eye Center FZ-LLC_1 employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/ultralasik-eye-center1
Umm Suqeim Health center - PHC,Dubai,Umm Suqeim Health center - PHC employs 51 UAE-licensed (Dubai) healthcare professionals in Dubai.,51,https://www.zavis.ai/professionals/facility/umm-suqeim-health-center-phc
Unicare Medical Center,Dubai,Unicare Medical Center employs 54 UAE-licensed (Dubai) healthcare professionals in Dubai.,54,https://www.zavis.ai/professionals/facility/unicare-medical-center
Unicare Medical Centre,Dubai,Unicare Medical Centre employs 48 UAE-licensed (Dubai) healthcare professionals in Dubai.,48,https://www.zavis.ai/professionals/facility/unicare-medical-centre
Unilabs Middle East,Dubai,Unilabs Middle East employs 55 UAE-licensed (Dubai) healthcare professionals in Dubai.,55,https://www.zavis.ai/professionals/facility/unilabs-middle-east
Union Medical Centre,Dubai,Union Medical Centre employs 37 UAE-licensed (Dubai) healthcare professionals in Dubai.,37,https://www.zavis.ai/professionals/facility/union-medical-centre
Unique Smile Clinic,Dubai,Unique Smile Clinic employs 21 UAE-licensed (Dubai) healthcare professionals in Dubai.,21,https://www.zavis.ai/professionals/facility/unique-smile-clinic
United Medical Center,Dubai,United Medical Center employs 48 UAE-licensed (Dubai) healthcare professionals in Dubai.,48,https://www.zavis.ai/professionals/facility/united-medical-center
Valiant Healthcare,Dubai,Valiant Healthcare employs 92 UAE-licensed (Dubai) healthcare professionals in Dubai.,92,https://www.zavis.ai/professionals/facility/valiant-healthcare
Value Poly Clinic,Dubai,Value Poly Clinic employs 35 UAE-licensed (Dubai) healthcare professionals in Dubai.,35,https://www.zavis.ai/professionals/facility/value-poly-clinic
Vcare Polyclinic,Dubai,Vcare Polyclinic employs 28 UAE-licensed (Dubai) healthcare professionals in Dubai.,28,https://www.zavis.ai/professionals/facility/vcare-polyclinic
Vesta Care Home Health Care Center,Dubai,Vesta Care Home Health Care Center employs 33 UAE-licensed (Dubai) healthcare professionals in Dubai.,33,https://www.zavis.ai/professionals/facility/vesta-care-home-health-care-center
Vida Clinics,Dubai,Vida Clinics employs 35 UAE-licensed (Dubai) healthcare professionals in Dubai.,35,https://www.zavis.ai/professionals/facility/vida-clinics
Vila Fortuny Laser Centre,Dubai,Vila Fortuny Laser Centre employs 23 UAE-licensed (Dubai) healthcare professionals in Dubai.,23,https://www.zavis.ai/professionals/facility/vila-fortuny-laser-centre
Vio Dental Laboratory,Dubai,Vio Dental Laboratory employs 22 UAE-licensed (Dubai) healthcare professionals in Dubai.,22,https://www.zavis.ai/professionals/facility/vio-dental-laboratory
VIP Doctor,Dubai,VIP Doctor employs 41 UAE-licensed (Dubai) healthcare professionals in Dubai.,41,https://www.zavis.ai/professionals/facility/vip-doctor
Vital Zone Home Health Care Center,Dubai,Vital Zone Home Health Care Center employs 53 UAE-licensed (Dubai) healthcare professionals in Dubai.,53,https://www.zavis.ai/professionals/facility/vital-zone-home-health-care-center
Vlcc International(L.L.C)Shik Zayed,Dubai,Vlcc International(L.L.C)Shik Zayed employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/vlcc-internationalshik-zayed-br
Wade Adams Contracting LLC - Company Clinic,Dubai,Wade Adams Contracting LLC - Company Clinic employs 29 UAE-licensed (Dubai) healthcare professionals in Dubai.,29,https://www.zavis.ai/professionals/facility/wade-adams-contracting-company-clinic
Wahat Al Aman Home Health Care,Dubai,Wahat Al Aman Home Health Care employs 22 UAE-licensed (Dubai) healthcare professionals in Dubai.,22,https://www.zavis.ai/professionals/facility/wahat-al-aman-home-health-care-dubai
We Care Medical Center,Dubai,We Care Medical Center employs 43 UAE-licensed (Dubai) healthcare professionals in Dubai.,43,https://www.zavis.ai/professionals/facility/we-care-medical-center
York Diagnostic Laboratories,Dubai,York Diagnostic Laboratories employs 24 UAE-licensed (Dubai) healthcare professionals in Dubai.,24,https://www.zavis.ai/professionals/facility/york-diagnostic-laboratories-dmcc
Your Choice Healthcare,Dubai,Your Choice Healthcare employs 20 UAE-licensed (Dubai) healthcare professionals in Dubai.,20,https://www.zavis.ai/professionals/facility/your-choice-healthcare
Yugen Care By Dr Gehad,Dubai,Yugen Care By Dr Gehad employs 27 UAE-licensed (Dubai) healthcare professionals in Dubai.,27,https://www.zavis.ai/professionals/facility/yugen-care-by-dr-gehad
Zabeel Medical Center - PHC,Dubai,Zabeel Medical Center - PHC employs 31 UAE-licensed (Dubai) healthcare professionals in Dubai.,31,https://www.zavis.ai/professionals/facility/zabeel-medical-center-phc
Zia Medical Centre,Dubai,Zia Medical Centre employs 75 UAE-licensed (Dubai) healthcare professionals in Dubai.,75,https://www.zavis.ai/professionals/facility/zia-medical-centre
Zulekha Hospital,Dubai,Zulekha Hospital employs 538 UAE-licensed (Dubai) healthcare professionals in Dubai.,538,https://www.zavis.ai/professionals/facility/zulekha-hospital
